-1,-3,-2,2,3,2,0,-2,0.806152,-0.406738,0.395996,2.625,-1.125,-1.25,66,34,101
-1,-1,0,-5,-8,2,-3,0,0.820312,-0.426758,0.394043,2.6875,-2.875,1.4375,65,34,102
-1,-1,-5,-12,-38,-38,-5,-2,0.815918,-0.402344,0.378906,3.9375,0,1.75,66,34,102
0,10,-12,0,5,9,1,-2,0.836914,-0.413086,0.398438,1.0625,4.5625,3.875,66,34,102
6,-4,-14,0,2,-12,-12,-8,0.827148,-0.43457,0.39502,4.25,9.8125,9.5625,66,35,102
-9,-19,12,0,7,-3,-2,-2,0.828613,-0.464844,0.385254,1.625,17.4375,15.5,66,36,101
12,4,-14,-6,-15,2,-10,-13,0.797363,-0.50293,0.435547,28.625,30,29.5625,66,38,101
4,-1,-4,2,-1,-1,9,19,0.733887,-0.450684,0.538574,51.75,29.8125,43.125,67,40,102
3,-10,-9,3,1,-4,5,30,0.67334,-0.42627,0.595215,63.8125,11.1875,48.625,69,43,102
-11,-13,4,-8,-2,-3,-8,-32,0.695312,-0.472656,0.55957,95.1875,0.75,63.625,70,46,104
-10,-9,8,6,0,-6,3,-15,0.63623,-0.452148,0.63623,100.375,-5.375,62.25,71,47,106
-1,1,-17,-3,-3,-4,-4,-15,0.633301,-0.428711,0.67627,18.6875,-12.5,13.6875,73,48,107
-4,-8,9,-5,-3,0,-2,-12,0.647461,-0.452148,0.609863,15.3125,-9.8125,5.0625,73,48,108
13,2,3,-3,-1,-8,-11,-4,0.649414,-0.442383,0.639648,-10,-7.6875,-12.75,73,47,108
16,23,-37,-12,-6,-6,1,11,0.697266,-0.445801,0.609375,-2.875,-3.875,-9.375,72,47,107
1,-22,-9,-4,-5,-16,-24,-2,0.680664,-0.418945,0.607422,-3.375,-0.625,-8.75,72,47,107
4,-2,15,0,6,4,3,8,0.683105,-0.419434,0.642578,-3.875,-1.125,-8.9375,73,46,107
0,-11,-13,3,-7,-9,0,-5,0.689941,-0.417969,0.614258,1.25,0.6875,-6.375,73,46,107
5,8,-15,3,-3,0,-2,1,0.670898,-0.389648,0.663574,1.5,-5.8125,-5.125,73,46,107
-14,1,-25,-4,-6,-2,-2,-10,0.679688,-0.399902,0.605469,-4.6875,-5.8125,-4.8125,73,46,107
-30,-23,-6,-2,0,0,-1,-3,0.695312,-0.416016,0.618164,4.0625,-5.5,-2.25,73,45,107
0,5,-28,1,-1,3,7,14,0.683105,-0.391113,0.631348,0.625,-5.25,-6.375,73,45,106
0,2,14,-1,-3,-1,-1,-10,0.709961,-0.381836,0.597656,1.3125,-5.6875,-5.125,73,44,106
-16,1,31,1,-1,3,-3,1,0.693848,-0.403809,0.61377,-0.25,-6.25,-4.9375,73,44,106
4,-8,-4,-2,1,-1,-4,-10,0.717773,-0.396484,0.585449,0.5625,-5.3125,-3.5,73,44,106
-6,0,-15,-6,-5,-5,-2,7,0.708496,-0.365234,0.593262,-1.625,-4.1875,-3.125,73,43,106
-2,-6,1,-3,-5,-2,3,-7,0.719727,-0.390625,0.597656,-5.0625,-3.4375,-1.8125,73,43,106
-11,-23,-15,1,-2,-1,-3,3,0.708984,-0.365234,0.606934,-0.8125,-3,0,73,43,106
4,12,-11,-2,1,-3,-3,-1,0.711426,-0.398926,0.596191,-2,-3.25,-1.0625,73,43,106
6,-3,16,5,1,0,-9,-4,0.71582,-0.373047,0.583984,1,-2.1875,0.0625,73,43,106
-10,-2,-37,-9,-3,2,5,13,0.733398,-0.39209,0.587891,0.3125,1.8125,-0.4375,73,43,106
-3,2,17,2,-1,-1,4,-2,0.70459,-0.383301,0.621094,-2.125,1.25,-0.3125,73,43,106
-5,-3,-14,2,4,0,-1,-8,0.705078,-0.376465,0.609375,1.5,-0.4375,1.0625,73,43,106
-2,-10,-55,-7,-5,-3,-1,-2,0.70752,-0.393555,0.600098,-1.125,-1.0625,0.4375,73,43,106
16,4,-2,-3,-1,0,2,6,0.709473,-0.392578,0.611328,0.1875,-1.25,0.75,73,43,106
0,-7,-41,2,1,-1,-1,3,0.717285,-0.393066,0.591309,0.6875,-1.5625,-1.5625,73,43,106
8,12,1,2,4,0,2,8,0.728516,-0.38623,0.605957,2.3125,-1.25,-1.5,73,43,106
0,-3,4,0,0,0,-1,6,0.688477,-0.367188,0.586914,-1.25,-0.25,-1.375,73,43,106
0,-12,-10,-3,-5,-4,5,23,0.702637,-0.384766,0.604004,2.125,-1.0625,2.3125,73,44,106
-4,-7,-12,-2,1,1,3,-4,0.709473,-0.397949,0.598633,-2.25,-1.5,-1.9375,73,43,106
-3,4,-55,-7,-4,2,-4,-4,0.722168,-0.37793,0.60498,2.625,-1.25,-0.6875,73,43,106
-1,0,6,0,-2,0,-2,-4,0.697266,-0.397461,0.609375,-1.8125,-1.75,-2.125,73,43,106
4,-1,1,-6,-4,-4,2,13,0.712891,-0.378418,0.594238,-0.8125,-1.3125,-0.625,73,43,106
-7,-4,-10,3,2,-2,-7,-18,0.718262,-0.391602,0.601562,-0.4375,-1.375,-1.125,73,43,106
-31,1,9,1,1,2,-8,-23,0.714355,-0.37207,0.597656,-0.625,-1.375,0.5,73,43,106
-12,-6,21,5,2,-1,2,3,0.711426,-0.386719,0.598145,-0.6875,-2.1875,-0.1875,73,43,106
11,-4,18,-1,-7,-4,-5,-8,0.71875,-0.380859,0.601074,2.25,-2.1875,-1.1875,73,43,106
1,-2,19,-1,0,3,1,4,0.706055,-0.384766,0.60791,1.375,-2.8125,-1.25,73,43,106
28,20,-27,-2,-2,-3,2,2,0.720215,-0.37793,0.583984,-0.875,-1.75,-2.5625,73,43,106
-6,-10,9,1,-2,-7,-1,1,0.716309,-0.383301,0.605957,0.3125,-1.3125,-1.6875,73,43,106
-13,-8,23,3,3,0,4,-4,0.722656,-0.368164,0.583984,0.8125,-0.875,-0.5625,73,43,106
