Name,EMGO_total_energy_0,EMG1_total_energy_0,EMG2_total_energy_0,EMG3_total_energy_0,EMG4_total_energy_0,EMG5_total_energy_0,EMG6_total_energy_0,EMG7_total_energy_0,EMGO_total_energy_1,EMG1_total_energy_1,EMG2_total_energy_1,EMG3_total_energy_1,EMG4_total_energy_1,EMG5_total_energy_1,EMG6_total_energy_1,EMG7_total_energy_1,EMGO_total_energy_2,EMG1_total_energy_2,EMG2_total_energy_2,EMG3_total_energy_2,EMG4_total_energy_2,EMG5_total_energy_2,EMG6_total_energy_2,EMG7_total_energy_2,EMGO_total_energy_3,EMG1_total_energy_3,EMG2_total_energy_3,EMG3_total_energy_3,EMG4_total_energy_3,EMG5_total_energy_3,EMG6_total_energy_3,EMG7_total_energy_3,EMGO_total_energy_4,EMG1_total_energy_4,EMG2_total_energy_4,EMG3_total_energy_4,EMG4_total_energy_4,EMG5_total_energy_4,EMG6_total_energy_4,EMG7_total_energy_4,EMGO_total_energy_5,EMG1_total_energy_5,EMG2_total_energy_5,EMG3_total_energy_5,EMG4_total_energy_5,EMG5_total_energy_5,EMG6_total_energy_5,EMG7_total_energy_5
alphabet_c290805362,0.055736116,0.219437419,0.101846072,0.738615315,0.245996889,0.806685071,0.567749971,0.352258111,0.207292288,0.123555556,0.023267633,0.752863331,0.701163654,0.931400572,0.680162974,0.226951585,0,0.097233179,0.224502262,0.50481548,0.067840665,0.597535457,0.308880215,0.575735473,0.126773138,0.09315339,0.073094924,0.383443737,0.211379717,0.294524858,0.296101211,0.247335885,0,0.20916183,0.081603602,0.801327014,0.237425635,0.402017732,0.21312366,0.322652775,0,0.156906077,0.07397632,0.392227757,0.385624344,0.426012461,0.506298111,0.27774252
alphabet_c290805363,0.061110649,0.252672138,0.134162661,0.713312131,0.326287858,0.902708349,0.869162024,0.398463711,0.193571488,0.012342857,0.089952613,0.583694295,0.176281258,0.620049,0.602891662,0.164768964,0.057443985,0.198608137,0.298263281,0.778663048,0.32133342,0.621018368,0.754647475,0.292310413,0.126773138,0.213115354,0.042534652,0.198030158,0.227004717,0.486049927,0.310057103,0.517201452,0,0.23580059,0.068113351,0.584707741,0.083829097,0.873738918,0.591279485,0.312233878,0,0.147175192,0.148564904,0.54220901,0.493179433,0.525311526,0.789888034,0.58887126
alphabet_c290805366,0.027437626,0.224221024,0.192034274,0.594016706,0.25432336,0.838991271,0.875279802,0.366249314,0.12298566,0.071542857,0.224778518,0.395471818,0.245357762,0.557370355,0.574710692,0.268475004,0.050141221,0.202552688,0.314871067,0.469268485,0.141724608,0.564287375,1,0.41356674,0,0.264611221,0.117659741,0.387257038,0.189858491,0.906020558,0.483804273,0.376096556,0,0.103843592,0.209628563,0.537977883,0.726338561,0.17884439,0.228849178,0.190037822,0,0.022776689,0.045506069,0.460415662,0.414480588,0.512850467,0.671054934,0.432524932
alphabet_c290805368,0.030879987,0.3580188,0.164086958,0.696173068,0.163189679,0.442811311,0.622077857,0.263084991,0.18166186,0.225980952,0.223308839,0.518110069,0.134439218,0.176194365,0.255411255,0.161693739,0,0.120083399,0.432330703,0.565950182,0.094418091,0.588235294,0.409416931,0.52189289,0,0.166995831,0.013124208,0.149481391,0.325766509,0.223830501,0.223097371,0.114885683,0,0.525925221,0.110884894,0.656524487,0.288263926,0.216753286,0.657412437,0.288303718,0,0.089003743,0.087313735,0.801703359,0.169464848,0.350077882,0.715097971,0.163032638
alphabet_c290805370,0.070210651,0.27557618,0.072473096,0.3515465,0.329902095,0.718197418,0.804189037,0.299931641,0.245971321,0.047288889,0.050133919,0.36520422,0.524882397,0.726623111,0.624791331,0.152846554,0,0.219767835,0.196718064,0.117278816,0.206186237,0.654033946,0.662966577,0.129611211,0,0.115499963,0.064605959,0.123943171,0.091981132,0.292007552,0.456581668,0.155136885,0,0.327942156,0.033973913,0.581706161,0.235262304,0.32711709,0.442916369,0.436428079,0,0.165888433,0.027088522,0.279125824,0.818992655,0.360202492,0.549291463,0.576087942
alphabet_d290805381,0.083543713,0.316851171,0.083339203,0.326676685,0.064781773,0.367529658,0.666358113,0.480625489,0.280573003,0.067860317,0.171444269,0.385958385,0.173805397,0.298897509,0.369804487,0.346002208,0.057443985,0.28220444,0.093918183,0.341964716,0.013516148,0.346896071,0.442644547,0.757995712,0,0.234584156,0.096100466,0.087880241,0.163620283,0.134675897,0.412941814,0.139495633,0,0.196984112,0.029173701,0.284265403,0.051919957,0.249159279,0.544131523,0.724232261,0,0.163428979,0.018343083,0.184450158,0.128541448,0.251557632,0.544786564,0.308590209
alphabet_d290805383,0.055004867,0.268979339,0.064103716,0.413588229,0.063455028,0.264940685,0.493545618,0.344045981,0.199690376,0.18344127,0.06025685,0.117190614,0.077989601,0.156798693,0.277084571,0.315376124,0.057443985,0.075819903,0.139746426,0.638379372,0.030866203,0.207161125,0.303488656,0.389364101,0,0.245812303,0.072124756,0.395428397,0.211379717,0.108244179,0.200625185,0.275144736,0,0.262058796,0.019606383,0.278672986,0.03569497,0.202690309,0.436111508,0.252551202,0,0.059561575,0.028470251,0.052386309,0.10703043,0.329439252,0.581919174,0.335063463
alphabet_d290805385,0.089760842,0.165887293,0.066270137,0.308607975,0.09415317,0.334029695,0.582097716,0.305706216,0.210582848,0.073650794,0.092150264,0.14751136,0.188412974,0.318905676,0.216535099,0.063948904,0,0.098275668,0.035246145,0.217900451,0.058028462,0.132759823,0.601122225,0.441460557,0,0.05899349,0.081215584,0.348884337,0.112323113,0.115376547,0.396475337,0.222294181,0,0.233089145,0.057627371,0.129668246,0.102217415,0.354631611,0.329463903,0.470348962,1,0.080983782,0.022628927,0.317585302,0.11752361,0.298676012,0.417293562,0.303286491
alphabet_d290805387,0.073023565,0.29497304,0.07164733,0.465159193,0.140589258,0.358501828,0.547191881,0.473362296,0.189079658,0.05704127,0.022498455,0.263001249,0.058182718,0.190485913,0.194663724,0.195915471,0,0.109066832,0.167002344,0.207612835,0.053674703,0.251569402,0.488045865,0.484406428,0,0.409991954,0.044492953,0.310664168,0.25442217,0.128382631,0.366791375,0.235403788,0,0.134430597,0.067012613,0.47235387,0.63601947,0.457046775,0.255268049,0.679844906,0,0.208198182,0.041311237,0.570116235,0.190451207,0.317757009,0.638645906,0.699773345
alphabet_d290805390,0.035571575,0.157143198,0.049482803,0.371823996,0.035044377,0.225098858,0.352702089,0.347553901,0.1709376,0.090565079,0.069665545,0.166378783,0.0443179,0.180685994,0.217299041,0.218041318,0.037605916,0.113828468,0.090632945,0.408615331,0.000779778,0.049755871,0.241741888,0.167451318,0,0.122704996,0.03307552,0.491785061,0.106426887,0.092091462,0.160701979,0.181199097,0,0.121682047,0.041033535,0.212890995,0.230394808,0.364108835,0.393137956,0.557815362,0,0.032828373,0.012154257,0.061251272,0.093389297,0.16394081,0.189686844,0.537828649
alphabet_e290805393,0.108512085,0.156844968,0.066049123,0.400041939,0.126040809,0.539804521,0.434320144,0.397793608,0.1709376,0.013434921,0.064762036,0.17203901,0.136915078,0.389750919,0.200294259,0.150686012,0.057443985,0.062323904,0.206870935,0.318587751,0.035869777,0.371541502,0.274945109,0.582454744,0,0.105478751,0.041510587,0.340277172,0.192216981,0.28550451,0.266958748,0.377646943,0,0.23094853,0.036225047,0.342243286,0.358031368,0.415469275,0.1561401,0.235186375,0,0.140260203,0.010325741,0.350393701,0.380902413,0.444314642,0.754373688,0.542792384
alphabet_e290805394,0.097633206,0.14241065,0.079142369,0.355418866,0.064187025,0.254942923,0.414536244,0.369707763,0.144808167,0.025015873,0.061190852,0.203901039,0.07179995,0.05961617,0.24282036,0.08355149,0.037605916,0.125943875,0.157641893,0.359125334,0.032360777,0.122064636,0.206952915,0.307185642,0,0.110562505,0.099981136,0.323041053,0.142393868,0.123977344,0.273850546,0.337866745,0,0.155789173,0.027294998,0.132164297,0.127095727,0.219199022,0.168606147,0.350959823,0,0.05175548,0.03682682,0.29696288,0.150577125,0.554906542,0.676390833,0.715639166
alphabet_e290805396,0.077488984,0.158932576,0.091822732,0.442491175,0.097858907,0.257479669,0.526372924,0.549947381,0.161634824,0.023288889,0.210493785,0.174616672,0.031691013,0.091261739,0.211951447,0.253256584,0.037605916,0.097148653,0.156486281,0.310423324,0.064396647,0.192280865,0.207270066,0.723581549,0,0.212530173,0.046864473,0.313758389,0.130601415,0.140130061,0.558703357,0.774389167,0,0.084149938,0.019879498,0.168341232,0.270416441,0.324365637,0.288120086,0.582554295,0,0.094279095,0.047003632,0.700439231,0.24501574,0.226246106,0.615815255,0.228286491
alphabet_e290805397,0.095092487,0.316195066,0.068001817,0.572229406,0.18011712,0.647019324,0.906222125,0.514971622,0.118718956,0.068977778,0.044832086,0.158752093,0.092102005,0.185790118,0.331579096,0.172811859,0.037605916,0.089231376,0.185805791,0.590574793,0.042497888,0.535689375,0.800561112,0.466657826,0,0.162680126,0.035572803,0.15312037,0.501474057,0.525697504,0.40243182,0.759199293,0,0.544857768,0.044004701,1,0.69226609,0.528278814,0.692894925,0.455529389,0,0.21343789,0.037232238,0.363222454,0.167890871,0.528426791,1,0.569673617
alphabet_e290805398,0.092496493,0.231473971,0.076949232,0.60617202,0.092780675,0.433708871,0.486704142,0.522396719,0.138746537,0.025219048,0.03665957,0.088251707,0.05620203,0.187423438,0.140763376,0.100283867,0.050141221,0.089203201,0.278815994,0.706671628,0.054389499,0.527784236,0.5044889,0.644497491,0,0.191792846,0.031772981,0.473677329,0.173054245,0.140969163,0.281628434,0.925875773,0,0.119779279,0.012447446,0.553680885,0.262844781,0.239682054,0.412952109,0.438093199,0,0.311887364,0.061069144,0.406609888,0.147429171,0.507009346,0.288226032,0.353082502
alphabet_f290805401,0.010403107,0.236233717,0.088094642,0.376800755,0.089486687,0.402223383,0.816862177,0.343884077,0.111244716,0.096507937,0.084005219,0.371767957,0.052983412,0.332380563,0.493110375,0.25265731,0,0.00698749,0.113728662,0.298822396,0.007667815,0.155545222,0.551719932,0.425082333,0,0.128227635,0.117282453,0.094744182,0.189563679,0.193203272,0.769420104,0.426121087,0,0.367852726,0.034437382,0.48878357,0.203353164,0.262305105,0.385160829,0.135873831,0,0.206130814,0.052514003,0.261797632,0.522035677,0.563862928,0.550603569,0.324569356
alphabet_f290805403,0.05229055,0.281433411,0.078442897,0.243896131,0.092414677,0.615310005,0.90538903,0.419133454,0.161634824,0.150069841,0.08103839,0.207010178,0.170834365,0.290730911,0.416857652,0.36626715,0,0.122421954,0.233879222,0.174692466,0.059003184,0.677284352,0.459599902,0.698561103,0,0.092531636,0.05565886,0.257757343,0.141214623,0.490035662,0.741434479,0.39813561,0,0.112881743,0.025002483,0.222496051,0.140075717,0.210638948,1,0.211803325,0,0.345820709,0.027394653,0.09585409,0.038824764,0.396417445,0.402947866,0.22005893
alphabet_f290805404,0.086155913,0.255368135,0.085619774,0.453206584,0.055769055,0.420353652,0.53785112,0.38387886,0.193571488,0.093003175,0.033994918,0.262257182,0.076751671,0.375255206,0.455450867,0.348351995,0,0.177983771,0.265807112,0.323425119,0.030346351,0.343176006,0.489534033,0.775147537,0,0.196949748,0.045930238,0.320644121,0.102299528,0.151877491,0.231047553,0.354862133,0,0.215773951,0.064099381,0.591848341,0.060573283,0.19565882,0.081744103,0.074288161,0,0.098877205,0.034055087,0.26980556,0.195697796,0.424065421,0.690955213,0.170602901
alphabet_f290805405,0.096750022,0.392100491,0.098547866,0.345856778,0.104584134,0.627396851,1,0.333090477,0.254893665,0.248660317,0.15905501,0.157024793,0.171081951,0.420375664,0.40981241,0.191105504,0,0.273695481,0.146960742,0.227772184,0.070504906,0.483143455,0.82461576,0.215790288,0,0.136968766,0.054131745,0.262943432,0.054540094,0.264736732,1,0.438681189,0,0.396965084,0.078706922,0.494249605,0.310438075,0.751452155,0.588649035,0.27733771,0,0.090572091,0.040169448,0.235229525,0.073976915,0.266744548,0.42096746,0.423957389
alphabet_f290805406,0.075542675,0.121713509,0.101911648,0.385705798,0.09442767,0.482056256,0.696896511,0.224088615,0.223260627,0.022653968,0.173284802,0.387632537,0.142857143,0.113719886,0.617378264,0.092761394,0,0.080356137,0.182702149,0.367661866,0.017739944,0.505231342,0.399341303,0.153305484,0,0.060273572,0.053916152,0.256144862,0.227004717,0.321166352,0.489637688,0.365557845,0,0.038578632,0.022469957,0.263633491,0.146565711,0.281259554,0.55736955,0.217226861,0,0.187738371,0.081563423,0.188172907,0.295383001,0.550233645,0.241908677,0.22175884
alphabet_g290805409,0.189703617,0.2107649,0.03539621,0.029930451,0.02012993,0.055733791,0.056002491,0.137780296,0.349826849,0.09391746,0.021193599,0.008184741,0.007179995,0.008370764,0.008742891,0.164690112,0.057443985,0.125690296,0.030029386,0.039990369,0.0052635,0.021390374,0.048426445,0.209933028,0,0.070367932,0.049846839,0.027390395,0.080778302,0.066079295,0.040612386,0.089078599,0,0.257254305,0.030233059,0.031058452,0.069226609,0.018343014,0.027791279,0.074169224,0,0.122758867,0.019087727,0.086640956,0.166841553,0.144859813,0.088829601,0.080961015
alphabet_g290805411,0.279572234,0.397528272,0.051156194,0.111187223,0.0572788,0.074983213,0.07149469,0.241236946,0.414998954,0.373307937,0.047235767,0.056602269,0.137657836,0.060228665,0.08728744,0.109824949,0.097098057,0.240871182,0.078515535,0.18033971,0.022873481,0.063008603,0.018467919,0.498640674,0,0.078377588,0.024963843,0.10287196,0.059257075,0.02118733,0.042532244,0.26827593,0,0.291884692,0.076116463,0.055102686,0.090319091,0.022928768,0.019356683,0.238445253,0,0.109214044,0.009837585,0.064304462,0.192025184,0.154205607,0.111135409,0.021668178
alphabet_g290805413,0.327818818,0.265830033,0.039986496,0.032481739,0.018482935,0.053346266,0.03536025,0.155095029,0.519472986,0.162107937,0.026509168,0.007121788,0.046546175,0.038383013,0.026256967,0.086185144,0.087747137,0.150287389,0.08223,0.02615681,0.012476444,0.036270635,0.011588192,0.201246602,0,0.146185356,0.048301758,0.086812516,0.060141509,0.067967275,0.021364576,0.037111177,0,0.206926077,0.017280763,0.035387046,0,0.02078875,0.02270193,0.24988701,0,0.12429157,0.019733086,0.037709572,0.110178384,0.043613707,0.0625,0.182547597
alphabet_g290805415,0.291327728,0.46869781,0.108495916,0.105777094,0.062540031,0.044840707,0.065073969,0.137906222,0.505725214,0.081244444,0.144811483,0.011559618,0.030700668,0.02919559,0.039866452,0.086232455,0.037605916,0.402597769,0.116254499,0.061878913,0.025082851,0.024180423,0.02205416,0.081714298,0,0.135688684,0.07420882,0.212716813,0.09375,0.032515209,0.053239145,0.116632323,0,0.393777947,0.112755322,0.073902054,0.25148729,0.056251911,0.068849178,0.240276886,1,0.394974158,0.045497795,0.082971771,0.243441763,0.057632399,0.049903779,0.135743427
alphabet_g290805417,0.284921489,0.245848642,0.127286946,0.01683151,0.013633452,0.041930911,0.057197435,0.129352294,0.573267189,0.141942857,0.318604491,0.031862029,0.054716514,0.043487138,0.08066661,0.198596436,0,0.167671588,0.122940536,0,0.002794204,0.032085561,0.044132715,0.119775435,0,0.106905128,0.067148157,0.043667742,0.025943396,0.007971471,0.018706311,0.082975174,0,0.152506898,0.037209918,0.053206951,0.164954029,0.076429227,0.020929235,0.09479293,0,0.149955445,0.083499499,0.022738229,0.016264428,0.021806854,0.040981456,0.069605621
alphabet_h290805419,0.14904382,0.264100301,0.042043625,0.068507322,0.024887913,0.143176901,0.146641534,0.25966252,0.371278949,0.255314286,0.092287618,0.080625017,0.083436494,0.163740302,0.100812042,0.197587131,0.057443985,0.122731883,0.081272493,0.055947117,0.018974592,0.085096489,0.08538668,0.29845501,0,0.123107307,0.017292335,0.077791336,0.012676887,0.036081393,0.036354238,0.140418016,0,0.086290553,0.022445129,0.084265403,0.022714981,0.096606542,0.232365976,0.443968696,0,0.136054179,0.010995921,0.034870641,0.115424974,0.154205607,0.04596746,0.145512239
alphabet_h290805420,0.138483145,0.158312258,0.02902324,0.095816587,0.029279898,0.145042155,0.172172947,0.394240715,0.333734147,0.049574603,0.0214271,0.048789562,0.060906165,0.065128624,0.208301502,0.209304526,0.037605916,0.156204215,0.034899462,0.0739395,0.006043278,0.022785399,0.049280312,0.283469266,0,0.09392144,0.043406006,0.120805369,0.056603774,0.127543528,0.07694201,0.108232754,0,0.13847398,0.025565266,0.06,0.161168199,0.061754815,0.028734811,0.689478817,0,0.055711994,0.005394538,0.117279983,0.105456453,0.330996885,0.316611267,0.625521306
alphabet_h290805421,0.174480749,0.085210192,0.023842774,0.05339531,0.009881965,0.066253824,0.133471902,0.183779019,0.404512192,0.053231746,0.007375867,0.018123356,0.023520673,0.063903634,0.121778004,0.076297114,0.050141221,0.026231263,0.076402417,0.083023246,0.004223796,0.036968147,0.13871676,0.161350927,0,0.036537196,0.021837748,0.083195328,0.025058962,0.016152717,0.039554002,0.124560887,0,0.065169822,0.002400106,0.032448657,0.161709032,0.065117701,0.045117941,0.332928947,0,0.10743183,0.018434095,0.044110558,0.032528856,0.100856698,0.130248425,0.202107888
alphabet_h290805422,0.107306333,0.198096102,0.016063574,0.045063433,0.006313478,0.037230471,0.061943552,0.157932846,0.245971321,0.13752381,0.019092095,0.017777896,0.025501362,0.018783177,0.012251365,0.018293645,0.050141221,0.190380931,0.023954172,0.046863372,0.005133537,0.01999535,0.035374482,0.362155472,0,0.040048277,0.009225573,0.050618844,0.001179245,0.019509125,0.039997046,0.07196546,0,0.087527352,0.007829311,0.057156398,0.129799892,0.056863345,0.04045747,0.224339304,0,0.098592051,0.017350223,0.075874444,0.053515215,0.068146417,0.119401679,0.113508613
alphabet_h290805424,0.179731418,0.064357971,0.010331788,0.040506064,0.011803459,0.05080952,0.06939933,0.296666577,0.449972307,0.046857143,0.004477714,0.004995881,0.031443427,0.047570437,0.061115355,0.303343321,0,0.016567114,0.006372371,0.039640152,0.006888037,0.022087887,0.058209319,0.378909445,0,0.041730671,0.003063214,0.045302013,0.013266509,0.022655758,0.027493354,0.191639682,0,0.096327657,0.024927997,0.080979463,0.127095727,0.087129318,0.051493924,0.313875211,0,0.037889859,0.004021082,0.066473834,0.070828961,0.036214953,0.047017145,0.162307344
alphabet_i290805561,0.061647445,0,0.153245138,0.496033272,0.121328575,0.638439155,0.377156369,0.455224552,0.16992911,0.010869841,0.296724126,0.34351997,0.221837088,1,0.623404918,0.285365084,0,0.011016567,0.076204312,0.244626363,0.039833647,0.579632644,0.185533057,0.359436819,0,0.010825836,0.180019942,0.438703914,0.267393868,0.122718691,0.170252043,0.449004023,0,0.006897536,0.088638395,0.298988942,0.091400757,0.133292571,0.128406004,0.569804229,0,0.00024951,0.053159362,0.551556055,0.23976915,0.108255452,0.177790413,0.466115141
alphabet_i290805562,0.026781348,0.001192919,0.114691589,0.446300633,0.176548632,0.412221145,0.362648737,0.469602526,0.149480595,0.006247619,0.107341529,0.476336,0.213419163,0.431808902,0.393005687,0.321085002,0,0.007522822,0.18243801,0.334347503,0.066151147,0.143222506,0.199707246,0.532038105,0,0.016750786,0.13629953,0.297393881,0.321933962,0.19991609,0.284163631,0.620979295,0,0.006136429,0.036291257,0.554849921,0.497025419,0.302965454,0.211551108,0.354860962,0,0.00951702,0.075258764,0.074160373,0.187827912,0.382788162,0.103525192,0.316432457
alphabet_i290805563,0.030208923,0.025659684,0.218121188,0.440485094,0.15440571,0.487577408,0.260985913,0.511886451,0.12298566,0.028673016,0.238252867,0.267120193,0.34166873,0.822988975,0.354553943,0.292020186,0.050141221,0.042206694,0.428962921,0.334741496,0.030476314,0.206696117,0.210368383,0.738257852,0,0.010167508,0.164623027,0.418286412,0.118514151,0.160897839,0.133011716,0.43016387,0,0.012415565,0.077440659,0.515134281,0.605732829,0.270559462,0.092494639,0.484573848,0,0.008982356,0.15797225,0.147329798,0.206715635,0.037383178,0.066173898,0.456618314
alphabet_i290805565,0.023300091,0.010652765,0.151877767,0.459015133,0.152346967,0.286129971,0.279011057,0.497342076,0.074163144,0.019047619,0.119579699,0.291940156,0.296112899,0.376071866,0.504795858,0.302507491,0.037605916,0.028288065,0.592696536,0.348706387,0.036909481,0.223901418,0.132471334,0.52027938,0,0,0.038177882,0.572234812,0.237912736,0.101741137,0.111499459,0.558669414,0,0.01146418,0.077457212,0.092733017,0.340183883,0.077346377,0.09003574,0.416517995,0,0.005881305,0.038175455,0.34506401,0.272822665,0.165498442,0.109254724,0.508204896
alphabet_i290805566,0.031157199,0.000799256,0.11274861,0.507384755,0.256290603,0.677833321,0.338800343,0.560169819,0.149480595,0.005739683,0.044722203,0.588637028,0.453082446,0.551041241,0.18187477,0.293234506,0.050141221,0,0.100174993,0.33393162,0.088309832,0.610090677,0.268772871,0.326569856,0,0.019091508,0.10648485,0.284319707,0.245283019,0.250891546,0.188219947,0.625532332,0,0.01631624,0.079451783,0.377598736,0.800432666,0.365331703,0.191136526,0.481529056,0,0.008661558,0.131901409,0.361856554,0.257607555,0.585669782,0.38383485,0.897642792
