Name,EMGO_total_energy_0,EMG1_total_energy_0,EMG2_total_energy_0,EMG3_total_energy_0,EMG4_total_energy_0,EMG5_total_energy_0,EMG6_total_energy_0,EMG7_total_energy_0,EMGO_total_energy_1,EMG1_total_energy_1,EMG2_total_energy_1,EMG3_total_energy_1,EMG4_total_energy_1,EMG5_total_energy_1,EMG6_total_energy_1,EMG7_total_energy_1,EMGO_total_energy_2,EMG1_total_energy_2,EMG2_total_energy_2,EMG3_total_energy_2,EMG4_total_energy_2,EMG5_total_energy_2,EMG6_total_energy_2,EMG7_total_energy_2,EMGO_total_energy_3,EMG1_total_energy_3,EMG2_total_energy_3,EMG3_total_energy_3,EMG4_total_energy_3,EMG5_total_energy_3,EMG6_total_energy_3,EMG7_total_energy_3,EMGO_total_energy_4,EMG1_total_energy_4,EMG2_total_energy_4,EMG3_total_energy_4,EMG4_total_energy_4,EMG5_total_energy_4,EMG6_total_energy_4,EMG7_total_energy_4,EMGO_total_energy_5,EMG1_total_energy_5,EMG2_total_energy_5,EMG3_total_energy_5,EMG4_total_energy_5,EMG5_total_energy_5,EMG6_total_energy_5,EMG7_total_energy_5
alphabet_j290805570,0.117119731,0.007503459,0.070913856,0.056142313,0.055860554,0.076251585,0.199404211,0.172301825,0.220159635,0.038095238,0.154865737,0.123780925,0.286952216,0.060636995,0.029312735,0.362608421,0.166299617,0.009044292,0.052415228,0.0584643,0.015465592,0.111834457,0.440570871,0.091395354,0.207019668,0.002743033,0.021110123,0.060860281,0.016214623,0.056010069,0.079329526,0.165479345,1,0,0.054391366,0,0.057869118,0.03362886,0.032165833,0.054497015,0,0,0.050660665,0.03315657,0.027282267,0,0.023836599,0.022552131
alphabet_j290805571,0.121390603,0.046249463,0.083958527,0.092587285,0.089898435,0.197343878,0.334331925,0.128857587,0.370815718,0.096888889,0.22679761,0.211102548,0.212923991,0.08840343,0.059927001,0.334805236,0.097903864,0.025555055,0.068296629,0.047629471,0.066216128,0.371774006,0.553744816,0.1326172,0,0.001828688,0.007006764,0.075677678,0.034198113,0.059786029,0.089027272,0.010852713,0,0.012272857,0.067815407,0.051090047,0.090319091,0.068480587,0.187219442,0.013653988,0,0.004063447,0.043379694,0.036531148,0.101259182,0.09228972,0.220477607,0.018789665
alphabet_j290805572,0.169878449,0.027126974,0.098919461,0.124985147,0.069356757,0.255166754,0.41966104,0.279351844,0.252181953,0.072431746,0.202966829,0.061810741,0.197326071,0.082074316,0.18603401,0.779687746,0.225635495,0.012650738,0.128256348,0.087182069,0.022743518,0.295512671,0.623127592,0.291868355,0,0.007351328,0.072825433,0.070164735,0.080483491,0.193413048,0.236782515,0,0,0.000808677,0.057941868,0.110205371,0.155219037,0.104249465,0.08649035,0,0,0.000784174,0.027899357,0.219401146,0.104407135,0.240264798,0.236179146,9.06618E-05
alphabet_j290805574,0.180271547,0.016832085,0.114747449,0.134239681,0.100466648,0.439453854,0.545929616,0.104423577,0.222489431,0.039619048,0.267934895,0.195636576,0.387224561,0.076153532,0.159550689,0.274278505,0.197803781,0.024456215,0.164212368,0.067307271,0.029176685,0.971402,0.841034399,0.139535398,0,0.006912442,0.080604738,0.112699381,0.110849057,0.155443675,0.196047061,0.000667255,0,0.001379507,0.032881451,0.117693523,0.048674959,0.124121064,0.390135811,0.000333024,0,0.001140617,0.042552311,0.08567679,0.05613851,0.126557632,0.150629811,0
alphabet_j290805575,0.111907915,0.048611442,0.12851588,0.117485059,0.124256565,0.35014549,0.325302523,0.172886478,0.32958822,0.09544127,0.283812925,0.135340544,0.252537757,0.078807677,0.079619727,0.365573253,0.159055193,0.032852474,0.204113976,0.122575844,0.094483072,0.852824924,0.569187607,0.347899123,0,0.009838344,0.085545405,0.052165955,0.036556604,0.023914412,0.146623019,0.000628005,0,0.001379507,0.03479326,0.168183254,0.206057328,0.173341486,0.130321658,0.000475749,0,0.004277312,0.053432399,0.046226365,0.066631689,0.035436137,0.100113716,6.79964E-05
alphabet_k290805578,0.105240255,0.067077826,0.056819976,0.354034879,0.143425748,0.255987465,0.338093475,0.076553604,0.277493074,0.03624127,0.012801319,0.374053307,0.390443179,0.078399347,0.105339105,0.065257846,0.062676526,0.076975093,0.132961337,0.400341461,0.055624147,0.395256917,0.555208587,0.056185487,0.169030851,0.046375539,0.056179876,0.270112438,0.174233491,0.16509335,0.071059368,0.038013934,0.612372436,0.042717153,0.03354355,0.158009479,0.096268253,0.154387038,0.12849178,0.125645234,0,0.020139013,0.036396581,0.112887675,0.169464848,0.073208723,0.288969559,0.082887579
alphabet_k290805579,0.116315398,0.080414659,0.084072677,0.339558942,0.155046207,0.339252406,0.774702526,0.127337489,0.189079658,0.015288889,0.016276355,0.242379953,0.0656103,0.107594937,0.184930538,0.049329759,0,0.134199256,0.25397035,0.331501992,0.043732536,0.352708672,0.664771896,0.287956148,0,0.016238754,0.030191967,0.365161684,0.207252358,0.175372352,0.43044206,0.124560887,0,0.046332414,0.060275764,0.174249605,0.964845863,0.389483338,0.772952109,0.111420348,0,0.043664231,0.063708496,0.143767743,0.185729276,0.20482866,0.614328202,0.037647325
alphabet_k290805580,0.126335524,0.170849835,0.07126602,0.298507671,0.127138805,0.250242483,0.440580979,0.091507236,0.264815391,0.085638095,0.004821097,0.247428981,0.232483288,0.186402613,0.18453442,0.034395206,0.061410203,0.245125662,0.156271668,0.287462242,0.015595555,0.131597303,0.369333984,0.150166877,0,0.068685539,0.061129526,0.137104506,0.153007075,0.22152297,0.406665354,0.099578059,0,0.035486633,0.037607177,0.16764613,0.313683072,0.179455824,0.144846319,0.087942149,0,0.031830333,0.070112441,0.321174139,0.467471144,0.142133956,0.411082925,0.07105621
alphabet_k290805582,0.110186532,0.18312497,0.067894953,0.235012057,0.190731082,0.422815788,0.400962687,0.153444507,0.265463655,0.079619048,0.096902685,0.073768967,0.284476356,0.462841976,0.298050533,0.082904905,0,0.086385664,0.066662264,0.211487108,0.08778998,0.316205534,0.26077092,0.301571514,0.207019668,0.227123107,0.079347113,0.099930271,0.103773585,0.281938326,0.320345574,0.160985183,0,0.073970127,0.02575562,0.434944708,0.635478637,0.092937939,0.172265904,0.094626418,0,0.094528605,0.043139753,0.164979378,0.279118573,0.204439252,0.33576802,0.08093835
alphabet_k290805583,0.08196864,0.058620031,0.026317643,0.193932828,0.09429042,0.433485041,0.600299578,0.064887522,0.262206309,0.07255873,0.022333631,0.110945763,0.142857143,0.396284198,0.19511643,0.042627346,0.057443985,0.035726361,0.081899825,0.150615068,0.045162129,0.511508951,0.783874116,0.039254691,0,0.041876966,0.020077074,0.139588599,0.106721698,0.14159849,0.46487644,0.09349426,0,0.028446389,0.015211706,0.191563981,0.126554895,0.231121981,0.157312366,0.041057114,0,0.011156657,0.003913522,0.202153302,0.30587618,0.144470405,0.35916725,0.090503173
alphabet_l290805587,0.041057093,0.137615117,0.06926961,0.213336595,0.045246592,0.108707006,0.058291398,0.172926954,0.193571488,0.089777778,0.017430122,0.180595785,0.056449616,0.058187015,0.061370003,0.064926668,0.057443985,0.107911642,0.125053653,0.217812897,0.00747287,0.119739595,0.061258844,0.400990208,0,0.097139931,0.093189964,0.246644295,0.114976415,0.053912314,0.03049621,0.15941517,0,0.054514318,0.039576919,0.062338073,0.207679827,0.060226231,0.024846319,0.09034468,0,0.058314026,0.039863316,0.102040816,0.137460651,0.130841121,0.018850595,0.108907525
alphabet_l290805589,0.057853504,0.228229231,0.122580081,0.208373816,0.155183457,0.140490935,0.086507229,0.226849978,0.219377537,0.146311111,0.098441041,0.141771412,0.157217133,0.141486321,0.031859208,0.187620249,0,0.151893384,0.172697857,0.254191656,0.106569628,0.090676587,0.069577946,0.210043543,0,0.070111916,0.105155362,0.071842587,0.272995283,0.062303335,0.03125923,0.167952115,0,0.298829797,0.103154898,0.078325434,0.106544078,0.09385509,0.032680486,0.310378458,0,0.037355195,0.074216261,0.278938347,0.201469045,0.128115265,0.182863891,0.180621034
alphabet_l290805591,0.048724405,0.131769814,0.087798338,0.150770629,0.051605819,0.085503246,0.132268543,0.154982595,0.165833831,0.032304762,0.06110844,0.055884776,0.142857143,0.08554512,0.222363693,0.06377543,0.037605916,0.101797588,0.153531218,0.277962614,0.019624407,0.026970472,0.031715052,0.122228853,0,0.129507717,0.113904834,0.095594003,0.043337264,0.097335851,0.101974008,0.227396723,0,0.090286367,0.036291257,0.127393365,0.126554895,0.055029043,0.035596855,0.254858584,0,0.070896453,0.046606488,0.044914029,0.135362015,0.03894081,0.063987054,0.070716228
alphabet_l290805593,0.094474625,0.11728778,0.075076687,0.177590606,0.069219508,0.188017608,0.105054109,0.231392284,0.219377537,0.016584127,0.207032484,0.168770429,0.115127507,0.301551654,0.100500806,0.067260684,0,0.082891919,0.066645756,0.328656481,0.045876925,0.178795629,0.092120029,0.188029087,0,0.138248848,0.060392918,0.040072344,0.076356132,0.044891966,0.086295166,0.121381611,0,0.091190182,0.017777336,0.123191153,0.101676582,0.043411801,0.027505361,0.411903233,0,0.064409196,0.026707926,0.04368204,0.149527807,0.019859813,0.042862141,0.356119674
alphabet_m290805597,0.057853504,0.038972658,0.054784706,0.048097019,0.012352457,0.210176826,0.293333558,0.021879525,0.219377537,0.035377778,0.100460133,0.035874678,0.023025501,0.262964475,0.567920097,0.018309415,0,0.039022878,0.061181365,0.089239592,0.015465592,0.091141595,0.141253964,0.025130959,0,0.029222442,0.031395694,0.017824457,0.050412736,0.077197399,0.112803978,0.012815229,0,0.033013034,0.040901116,0.100157978,0.045970795,0.117701009,0.069849893,0.016889079,0,0.009374443,0.028106203,0.021265199,0.038300105,0.201323988,0.09893282,0.039392566
alphabet_m290805598,0.100613848,0.036718042,0.053208465,0.133337993,0.020267179,0.155860628,0.122237743,0.039153782,0.323269649,0.013384127,0.088510405,0.015040791,0.045308245,0.133523887,0.124352771,0.010581927,0,0.047390961,0.063079869,0.059317953,0.005328481,0.099744246,0.040131739,0.03269014,0,0.027393753,0.017112674,0.275058834,0.075766509,0.106146423,0.052180762,0.041114709,0,0.007563505,0.034445658,0.08549763,0.058409951,0.091409355,0.111593996,0.01567592,0,0.043771164,0.048592208,0.10174621,0.106505771,0.130062305,0.120495101,0.098277425
alphabet_m290805600,0.219887775,0.146144486,0.090270778,0.128647817,0.038612865,0.332313661,0.284792231,0.05677883,0.251499457,0.009650794,0.001565827,0,0.024511018,0.216210698,0.12672948,0.018750986,0.087747137,0.159641609,0.081668703,0.099505319,0.012151537,0.176470588,0.140839229,0.00678558,0,0.074573916,0.070804251,0.173363549,0.064858491,0.046989721,0.073791474,0.063879894,0,0.087574922,0.115196809,0.210584518,0.228772309,0.374808927,0.307991422,0.126002046,0,0.128034218,0.087727427,0.068723552,0.160020986,0.513629283,0.442311057,0.070512239
alphabet_m290805601,0.180436302,0.075070382,0.045635706,0.079774927,0.05425931,0.151607849,0.124737028,0.055065346,0.185407859,0,0,0.026680131,0.110175786,0.182115149,0.07452678,0.011575461,0.050141221,0.071819001,0.110014198,0.0922821,0.031516018,0.104394327,0.054769456,0.041177641,0,0.078158145,0.052622596,0.060359104,0.040978774,0.03671072,0.158511371,0.073142969,0,0.073018742,0.034636012,0.09535545,0.187128177,0.06817487,0.029392423,0.082352102,0,0.047727678,0.019691717,0.099978574,0.084470094,0.16588785,0.121063681,0.06781505
alphabet_m290805602,0.122731076,0.064882855,0.110183879,0.292461469,0.064827523,0.255838245,0.179418348,0.055600529,0.265463655,0.003987302,0.09237003,0.055193856,0.103243377,0.261739486,0.084033613,0.028970194,0,0.076467936,0.219401063,0.16050869,0.003703944,0.058591025,0.07089534,0.062772142,0,0.031490015,0.069573576,0.381242918,0.205778302,0.173484372,0.180023629,0.044038858,0,0.097992579,0.086470024,0.183538705,0.080043267,0.233873433,0.068649035,0.085967792,0,0.032578863,0.061689682,0.333547592,0.255508919,0.169781931,0.263383485,0.053535811
alphabet_m290805604,0.143654905,0.069821539,0.132353263,0.671624786,0.142510751,0.483324629,0.313824326,0.138999074,0.310800207,0.028215873,0.058567406,0.175653052,0.126516464,0.456104532,0.576974224,0.071345214,0.037605916,0.03761411,0.135949417,0.73414175,0.093443369,0.322483143,0.062234691,0.215392436,0.207019668,0.062504572,0.142785279,0.359714111,0.187205189,0.434025593,0.131337994,0.154391129,0,0.118542479,0.076397855,0.602401264,0.181719849,0.152858453,0.137984274,0.122981041,0,0.01685974,0.142036852,0.634474262,0.306925498,0.16394081,0.195941218,0.093721668
alphabet_n290805605,0.09122969,0.224161378,0.134065512,0.303994688,0.056089304,0.394016265,0.457091405,0.090513326,0.245971321,0.055136508,0.143589039,0.085248864,0.044565487,0.125969784,0.083637495,0.029427535,0,0.120421503,0.210040611,0.242131069,0.020794074,0.73773541,0.634130276,0.222310634,0,0.23626655,0.097807242,0.226270374,0.062794811,0.17075729,0.125356897,0.084133059,0,0.112358482,0.113235343,0.23235387,0.151433207,0.070620605,0.376125804,0.059183139,0,0.170771698,0.064122188,0.39667363,0.326862539,0.22546729,0.324221484,0.044446963
alphabet_n290805607,0.106956461,0.179784797,0.209987395,0.220312445,0.12274682,0.37782586,0.347602538,0.138387436,0.268041033,0.045612698,0.046466589,0.019611491,0.053230998,0.136178032,0.116685058,0.025279924,0,0.082046658,0.490969723,0.225014228,0.06147248,0.285514997,0.282581117,0.287580399,0,0.139711799,0.077846947,0.23500828,0.177476415,0.358716174,0.343383873,0.110509273,0,0.132052136,0.149907306,0.207488152,0.387777177,0.37450321,0.154338813,0.090463617,0,0.179433256,0.222193723,0.173469388,0.31112277,0.142912773,0.286170399,0.164483228
alphabet_n290805608,0.099529279,0.260760128,0.253534399,0.287701394,0.147634733,0.350667761,0.293611256,0.101999514,0.248750746,0.151822222,0.354000412,0.227206293,0.119088883,0.068599428,0.098208981,0.040782211,0,0.107714415,0.416432793,0.188854354,0.092598609,0.595210416,0.382825079,0.08843357,0,0.102552849,0.154571015,0.198291641,0.126179245,0.067757499,0.09163631,0.138553626,0,0.34706498,0.158398716,0.231374408,0.217955652,0.300519719,0.263559685,0.106377411,0,0.114952771,0.143493046,0.291579624,0.461699895,0.245716511,0.13466585,0.115480508
alphabet_n290805609,0.07101822,0.364866155,0.215612318,0.20696187,0.146170738,0.406326942,0.256172476,0.105642354,0.2352562,0.152965079,0.228802967,0.16143605,0.201535033,0.311964067,0.108225108,0.023008989,0,0.107150907,0.360732327,0.12474281,0.047696407,0.396419437,0.069090022,0.123753951,0,0.42334138,0.325985214,0.186568465,0.329893868,0.253618628,0.234690361,0.135492101,0,0.273380268,0.064074552,0.255229068,0.419145484,0.125343932,0.341300929,0.054473227,0,0.167706291,0.054052936,0.121136644,0.075026233,0.283099688,0.11393457,0.176155938
alphabet_n290805611,0.065143759,0.194779787,0.140387478,0.166085346,0.07146125,0.412594195,0.270545467,0.070806012,0.189079658,0.065371429,0.081780098,0.055884776,0.11240406,0.271539404,0.088730442,0.017915155,0,0.085991209,0.276273649,0.207437727,0.015855481,0.380841665,0.249817029,0.040757686,0,0.261758467,0.182903495,0.120391354,0.169811321,0.295573736,0.206286305,0.092944755,0,0.08947769,0.070116198,0.137725118,0.276906436,0.228370529,0.173609721,0.116772521,0,0.104473356,0.054425258,0.150650812,0.087093389,0.209890966,0.201758223,0.082796917
alphabet_o290805617,0.058781337,0.191690127,0.081282074,0.295648831,0.05997804,0.398716705,0.5798593,0.333238889,0.09270393,0.039390476,0.124812856,0.038160028,0.158455063,0.532870559,0.406869819,0.070730169,0.057443985,0.067057365,0.163172318,0.161340454,0.018194814,0.049755871,0.379409612,0.350242026,0,0.139784946,0.025502825,0.158153927,0.096403302,0.269142018,0.345057596,0.351054852,0,0.155646466,0.039386566,0.58385466,0.162249865,0.270253745,0.482144389,0.340612289,0.935414347,0.224950989,0.059530212,0.296775403,0.080797482,0.189252336,0.36673373,0.50074796
alphabet_o290805618,0,0.14609677,0.089078275,0.243036382,0.083401958,0.163396255,0.397293704,0.288368997,0.074163144,0.006907937,0.072288991,0.145757487,0.0549641,0.061045325,0.274764451,0.087431005,0,0.043953567,0.09003863,0.051175415,0.037559296,0.049290863,0.095633081,0.199124726,0,0.197278912,0.043118549,0.140961388,0.190153302,0.224040277,0.24475731,0.176920812,0,0.197983065,0.110562121,0.23042654,0.061114116,0.0849893,0.537355254,0.79371536,0,0.075779718,0.067001481,0.442257218,0.343651626,0.181464174,0.224588873,0.174954669
alphabet_o290805619,0.022976789,0.141933483,0.075338989,0.160130011,0.063866776,0.183764829,0.412171601,0.404449661,0.055622358,0.032660317,0.019957421,0.026068933,0.022035157,0.035933034,0.110035934,0.181611733,0.037605916,0.064577933,0.079241919,0.083526682,0.018389759,0.133922344,0.431885826,0.544592534,0,0.195706239,0.094231996,0.134990848,0.147995283,0.152087267,0.200945161,0.361475812,0,0.155456189,0.095184891,0.363538705,0.381828015,0.277285234,0.360114367,0.335831014,1,0.034503654,0.025425482,0.100139268,0.108079748,0.082554517,0.302702939,0.493495014
alphabet_o290805621,0.037188857,0.14124159,0.050738453,0.108964457,0.062265532,0.293889428,0.535469647,0.637735323,0.09083093,0.017269841,0.003736007,0.003826632,0.018568953,0.189465088,0.232096879,0.030011039,0,0.165248507,0.146184832,0.062688789,0.016115407,0.110439433,0.352890949,0.601021152,0,0.051203277,0.0609319,0.232938203,0.111438679,0.105517097,0.331643202,0.843548229,0.816496581,0.182951194,0.030895157,0.158104265,0.40346133,0.369000306,0.465818442,1,0,0.04690786,0.012783068,0.005758209,0.159496327,0.373442368,0.502536739,0.63961922
alphabet_o290805622,0.070210651,0.147134609,0.111332665,0.177129277,0.092597676,0.41013206,0.503433361,0.396224039,0.124375373,0.035860317,0.095117094,0.034359969,0.113889577,0.582278481,0.36606966,0.125626873,0.057443985,0.0775386,0.185409582,0.113973646,0.03470011,0.065333643,0.120931935,0.272417833,0.211288564,0.137115061,0.154283558,0.274470496,0.117334906,0.089154605,0.26373437,0.466038662,0,0.117067834,0.034429106,0.044391785,0.27203894,0.302048303,0.40726233,0.617046076,0.612372436,0.11502406,0.054987879,0.218758369,0.272298006,0.42211838,0.755029741,0.422892112
alphabet_r290805627,0.068376151,0.147027246,0.002142134,0.181071541,0.038475615,0.103036634,0.282663211,0.018290654,0.2352562,0.08264127,0.002925623,0.192872897,0.087150285,0.153940384,0.7230569,0.030247595,0.057443985,0.10348811,0.00703272,0.08326402,0.00922737,0.030225529,0.102098073,0.019958889,0,0.116962914,0.00020661,0.123420204,0.019752358,0.036500944,0.033843655,0.001295261,0,0.070878128,0.002755984,0.170268562,0.213088156,0.040966065,0.038884918,0.003496753,0,0.070468722,0.001522385,0.190636885,0.144805876,0.125389408,0.061537789,0.035516772
alphabet_r290805628,0.056688223,0.103199408,0.002861036,0.172830532,0.056318053,0.118406327,0.193774509,0.007915306,0.226319134,0.068165079,0.008213722,0.207329064,0.180242634,0.188240098,0.431598902,0.012064343,0,0.089456779,0.009674118,0.112988662,0.020859055,0.051383399,0.049719444,0.000397852,0,0.047655621,0.001625929,0.242155496,0.073997642,0.046150619,0.050876243,0.016387008,0,0.091237751,2.48287E-05,0.081295419,0.084910763,0.052277591,0.063559685,0.00815909,0,0.029869898,0.0008853,0.037602443,0.086044071,0.072429907,0.075970959,0.007547597
alphabet_r290805630,0.066234053,0.0549697,8.25766E-05,0.08542271,0,0.140267104,0.088181833,0.012808405,0.189079658,0.044368254,0.001552091,0.088384577,0,0.191710902,0.128653482,0.039220943,0,0.033951313,0.000709876,0.097250799,0.004223796,0.055335968,0.079263235,0.003845899,0.207019668,0.051825031,0,0.075372614,0.050707547,0.057898049,0.048980998,0.003532529,0,0.038911616,0.00144834,0.122432859,0.070308275,0.143381229,0.021015011,0.00723138,0,0.024523258,0,0.011944935,0.012067156,0.035436137,0.01093422,0.005371714
alphabet_r290805633,0.05229055,0.045068474,0.002210138,0.079809877,0.007914722,0.043870775,0.193488396,0.009035142,0.161634824,0.071466667,0.006592954,0.160426244,0.067590988,0.046957942,0.402936932,0.023529412,0,0.018285811,0.002723941,0.027360679,0.007602833,0.038828179,0.108660649,0.002519727,0,0.033099261,0.002506266,0.031029373,0.024764151,0.038808475,0.020773851,0.003885782,0,0.01270098,0.001191777,0.093270142,0.038939968,0.023845919,0.069563974,0.00742168,0,0.014614151,0.001150062,0.082570036,0.008919203,0.023753894,0.057426522,0.00967815
alphabet_r290805636,0.058002661,0.046452259,0,0.167588159,0.015692195,0.076923077,0.157682145,0.005324842,0.148326287,0.031568254,0.002280063,0.291807287,0.111661302,0.108003267,0.190023484,0.008405614,0,0.032345317,0,0.130784048,0,0.029063009,0.047255428,0.002895476,0,0.036281179,0.000170678,0.126819489,0.052181604,0.059366478,0.075440583,0.00308115,0,0.034154695,0,0.106761453,0.018388318,0.030265974,0.120200143,0.015842432,0,0.037782926,0.000926669,0.030772939,0.037250787,0.049844237,0.13593422,0.005235721
alphabet_s290805641,0.010754996,0.151166675,0.041268862,0.632188166,0.147177235,0.193091099,0.39530774,0.17271558,0.117262226,0.112914286,0.020232127,0.18048949,0.271354296,0.129236423,0.180403475,0.131130736,0,0.098726474,0.0880906,0.570284113,0.052440055,0.147872588,0.392534765,0.159980549,0,0.043486212,0.017310301,0.204022488,0.1875,0.179358087,0.250221522,0.180786969,0,0.085767291,0.032691098,0.644960506,0.215251487,0.027208805,0.101844174,0.139584671,0,0.106825878,0.038084443,0.834270716,0.351521511,0.197819315,0.484342197,0.188236627
alphabet_s290805648,0.029358282,0.452808131,0.075598862,0.441142138,0.213972001,0.483250019,0.469453187,0.216299235,0.099845188,0.584787302,0.218707506,0.29730807,0.48155484,0.523887301,0.197634609,0.11029806,0,0.08410346,0.034602305,0.09512761,0.053804666,0.200651011,0.304464504,0.165395752,0,0.312303416,0.048795825,0.316700078,0.280955189,0.215649255,0.432731121,0.252516927,0,0.113500143,0.025962525,0.339115324,0.266630611,0.417915011,0.317912795,0.380218369,0,0.081589734,0.040012245,0.686673094,0.444910808,0.306074766,0.34613366,0.120149592
alphabet_s290805650,0.03479823,0.507014363,0.080330015,0.514654178,0.255878854,0.365216743,0.33724355,0.436367234,0.129785501,0.473295238,0.114428954,0.173952327,0.383263184,0.29277256,0.123588829,0.091121274,0,0.28603629,0.167150923,0.602919932,0.112158035,0.247616833,0.214052208,0.374312048,0,0.201704338,0.036974156,0.332192975,0.193691038,0.193622824,0.179088313,0.318359337,0,0.328608125,0.068758897,0.516176935,0.747971877,0.29348823,0.106361687,0.799757368,0,0.091178043,0.020618386,0.302212223,0.350996852,0.251557632,0.709849545,0.566772439
alphabet_s290805651,0.057704077,0.324903374,0.0439356,0.547702093,0.141367005,0.27180482,0.352045711,0.269804006,0.12298566,0.093409524,0.023981869,0.3006298,0.159445407,0.348917926,0.41609371,0.180397414,0.109280258,0.29885608,0.067256579,0.501816749,0.052310092,0.204371076,0.258160527,0.339102182,0.207019668,0.219296321,0.040621266,0.303582324,0.309846698,0.108034403,0.139829674,0.237150427,0,0.113975835,0.045378555,0.465466035,0.42779881,0.127178233,0.194453181,0.170436975,0,0.207663518,0.021197554,0.503026407,0.099160546,0.100077882,0.190561582,0.328558477
alphabet_s290805654,0.03479823,0.502087608,0.10517828,0.874693321,0.389514137,0.452212191,0.672955551,0.385659804,0.129785501,0.23784127,0.18327038,1,1,0.41118824,0.236850296,0.128260527,0,0.50042263,0.176907584,0.565293525,0.111768146,0.363171355,0.760990485,0.508476449,0,0.223977763,0.046594982,0.424758128,0.440448113,0.268302916,0.470857537,0.361377686,0,0.354438208,0.067302281,0.929225908,0.565170362,0.207581779,0.315025018,0.473298604,0,0.094635537,0.051504596,0.431356795,0.317943337,0.257009346,0.461424073,0.381640979
alphabet_t290805659,0.041057093,0.207412798,0.133298036,0,0.021227926,0.194359472,0.142030059,0.058213479,0.216220862,0.036698413,0.032113179,0.023252106,0.031195841,0.299714169,0.170783465,0.020690743,0,0.076890567,0.18739063,0.014030556,0.0052635,0.036038131,0.053134911,0.088765113,0,0.095128374,0.171432165,0.014969929,0.079599057,0.027061045,0.032120705,0.06766755,0,0.208733708,0.094084153,0.010552923,0.06760411,0.137266891,0.124403145,0.078855349,0,0.267011228,0.091343091,0.021184852,0.132214061,0.20911215,0.1443317,0.03143699
alphabet_t290805661,0.045767063,0.288841437,0.168813253,0.041421731,0.052246317,0.278295904,0.227645287,0.052272502,0.165833831,0.103492063,0.216152737,0.079004013,0.105966823,0.165577787,0.098633393,0.06338117,0,0.187788797,0.419041173,0.043142319,0.011956592,0.119507091,0.126738229,0.069137767,0,0.185172994,0.133209368,0.037675412,0.119988208,0.284245857,0.27601654,0.045196742,0,0.163067263,0.069478929,0.053206951,0.150351541,0.158667074,0.055925661,0.041699374,0,0.222741044,0.045175116,0.024023783,0.123294858,0.258566978,0.240246676,0.021622847
alphabet_t290805662,0.059917647,0.18930429,0.114215559,0.017914934,0.020724677,0.267850481,0.342965818,0.086344298,0.199690376,0.032431746,0.124689238,0.049427334,0.023520673,0.112290731,0.111846759,0.029474846,0,0.102107517,0.109023674,0.028433218,0.011501722,0.227853987,0.237252989,0.165241032,0,0.162570405,0.047610065,0.016843894,0.03125,0.082022236,0.243625086,0.063075262,0,0.228760346,0.110140034,0.045813586,0.137371552,0.200856007,0.3007005,0.090606342,0,0.106255569,0.107841109,0.013632225,0.110703043,0.445872274,0.304189993,0.076269266
alphabet_t290805664,0.05229055,0.336582049,0.138621797,0.025226296,0.030469393,0.265313736,0.226744871,0.081235327,0.161634824,0.039669841,0.032703798,0.010895273,0.013369646,0.198856676,0.106103047,0.025548021,0,0.246618956,0.348433321,0.024690277,0.013581129,0.177633109,0.136838253,0.093097275,0,0.28469022,0.037010088,0.015841541,0.099941038,0.052863436,0.03332677,0.084584437,0,0.392826563,0.188573841,0.064170616,0.135749054,0.295628248,0.339413867,0.145460168,0,0.111388344,0.057759612,0.07073223,0.106505771,0.285046729,0.203507698,0.053037171
alphabet_t290805665,0.038178388,0.325917355,0.148883152,0.027770594,0.068075762,0.325001865,0.276478112,0.0662727,0.161634824,0.177701587,0.135224229,0.032526375,0.06684823,0.160677828,0.216450216,0.023135152,0,0.213400203,0.532142503,0.046644486,0.044837221,0.305045338,0.259258356,0.068717813,0,0.098200571,0.062360202,0.019240826,0.092570755,0.25445773,0.059884809,0.045844372,0,0.288269432,0.026690833,0.042496051,0.246078962,0.163558545,0.199628306,0.091843288,0,0.187916592,0.077376865,0.046012106,0.078174187,0.25,0.238584675,0.101926564
alphabet_u290805670,0.012878834,0.023345422,0.111743119,0.550693741,0.183136609,0.455718869,0.639379302,0.214887072,0.09270393,0.013765079,0.117656754,0.120592065,0.271354296,0.362188648,0.620575503,0.088345687,0,0.021244224,0.209380262,0.509740402,0.123854701,0.428970007,0.436521103,0.227106956,0,0.031270573,0.157652195,0.384772945,0.20754717,0.249213342,0.387466772,0.173427534,0,0.031918942,0.030862052,0.979526066,0.181719849,0.260470804,0.273166548,0.174338115,0,0.014328997,0.031258532,0.150704376,0.184155299,0.226635514,0.4876662,0.36881233
alphabet_u290805671,0.066673251,0.115629623,0.079173943,0.472239891,0.176548632,0.733641722,0.750130434,0.120132761,0.199690376,0.079822222,0.159522011,0.471871595,0.579598911,0.785830951,0.62083015,0.062466488,0.037605916,0.045305984,0.073612441,0.250098498,0.008642537,0.342710997,0.72256648,0.213734721,0,0.107197718,0.072582891,0.598949708,0.091981132,0.462345291,0.421211972,0.076224119,0,0.042241461,0.035811236,0.238546603,0.495943753,0.416386426,0.295325232,0.114560289,0,0.085189806,0.036537236,0.178611602,0.286463799,0.419392523,0.456219384,0.111400725
