Class,EMG0_mean,EMG1_mean,EMG2_mean,EMG3_mean,EMG4_mean,EMG5_mean,EMG6_mean,EMG7_mean,Accl0_mean,Accl1_mean,Accl2_mean,Gyr0_mean,Gyr1_mean,Gyr2_mean,Orien0_mean,Orien1_mean,Orien2_mean,EMG0_min,EMG1_min,EMG2_min,EMG3_min,EMG4_min,EMG5_min,EMG6_min,EMG7_min,Accl0_min,Accl1_min,Accl2_min,Gyr0_min,Gyr1_min,Gyr2_min,Orien0_min,Orien1_min,Orien2_min,EMG0_max,EMG1_max,EMG2_max,EMG3_max,EMG4_max,EMG5_max,EMG6_max,EMG7_max,Accl0_max,Accl1_max,Accl2_max,Gyr0_max,Gyr1_max,Gyr2_max,Orien0_max,Orien1_max,Orien2_max,EMG0_stdev,EMG1_stdev,EMG2_stdev,EMG3_stdev,EMG4_stdev,EMG5_stdev,EMG6_stdev,EMG7_stdev,Accl0_stdev,Accl1_stdev,Accl2_stdev,Gyr0_stdev,Gyr1_stdev,Gyr2_stdev,Orien0_stdev,Orien1_stdev,Orien2_stdev,EMG0_energy,EMG1_energy,EMG2_energy,EMG3_energy,EMG4_energy,EMG5_energy,EMG6_energy,EMG7_energy,Accl0_energy,Accl1_energy,Accl2_energy,Gyr0_energy,Gyr1_energy,Gyr2_energy,Orien0_energy,Orien1_energy,Orien2_energy
a,-2.196078431372549,-1.5686274509803921,-2.9607843137254903,-4.137254901960785,-5.333333333333333,2.549019607843137,-0.7254901960784313,-10.862745098039216,0.8525773333333334,-0.20755786274509802,0.4527037843137254,0.29534313725490197,-0.5735294117647058,-0.30392156862745096,76.94117647058823,29.647058823529413,101.3921568627451,-78.0,-40.0,-41.0,-66.0,-96.0,-43.0,-30.0,-128.0,0.8212889999999999,-0.23974600000000001,0.390137,-6.0625,-23.0,-6.1875,76.0,28.0,101.0,105.0,53.0,34.0,17.0,29.0,55.0,51.0,127.0,0.9008790000000001,-0.164551,0.48779300000000003,12.9375,5.5,10.125,78.0,31.0,103.0,45.11541626000724,15.000339865430762,14.103844559996718,12.622233729167176,20.79102370415335,21.21349921676308,17.22681448367347,69.38674790126517,0.010770038029026038,0.013028529525651941,0.015351883923888594,3.0203238245098745,4.489461720976986,2.2767513728392683,0.31059714782221415,0.7161991178929132,0.5321064319306434,102016.0,11376.0,10393.0,8839.0,23064.0,22832.0,14865.0,246744.0,37.07709326096001,2.2055807148330007,10.463760549931001,460.56640625,1024.5390625,263.890625,301922.0,44852.0,524313.0
a,-4.2745098039215685,-1.9803921568627452,-2.3137254901960786,-0.6274509803921569,1.0784313725490196,0.0784313725490196,-0.47058823529411764,-7.529411764705882,0.8432330588235293,-0.22019570588235302,0.46237368627450987,0.33700980392156865,-0.5588235294117647,-0.15931372549019607,76.94117647058823,30.92156862745098,101.74509803921569,-98.0,-43.0,-36.0,-27.0,-66.0,-26.0,-35.0,-118.0,0.8139649999999999,-0.273926,0.358887,-12.625,-28.0,-6.1875,76.0,28.0,101.0,58.0,50.0,47.0,24.0,49.0,43.0,37.0,127.0,0.8886719999999999,-0.14502,0.5063479999999999,12.0,29.8125,9.1875,77.0,32.0,103.0,30.98262637761528,14.655361061507053,14.824965694501195,9.101562029264484,15.698207715857121,13.353416247919336,14.99513646643667,56.586695588689906,0.01278827072502261,0.020369879369592864,0.025250047803115308,3.0704254192052867,7.478713665346152,2.345717964634249,0.23763541031440163,0.8208078278111628,0.4834516420450743,48928.0,10939.0,11262.0,4162.0,12381.0,8916.0,11254.0,162994.0,36.27131855954401,2.493540192617001,10.935138959416003,477.16796875,2812.484375,276.4140625,301920.0,48797.0,527967.0
a,6.411764705882353,0.17647058823529413,-2.2549019607843137,-0.5490196078431373,0.29411764705882354,-1.0588235294117647,2.9411764705882355,6.137254901960785,0.784361568627451,-0.2442363725490196,0.5506663529411765,0.6115196078431373,0.3602941176470588,-0.9068627450980392,77.72549019607843,36.88235294117647,101.58823529411765,-86.0,-62.0,-31.0,-18.0,-34.0,-35.0,-37.0,-127.0,0.766602,-0.312988,0.5112300000000001,-3.6875,-7.3125,-12.875,76.0,36.0,101.0,87.0,58.0,35.0,21.0,37.0,51.0,57.0,112.0,0.805176,-0.219727,0.578613,10.0,10.0625,3.3125,78.0,37.0,103.0,42.80568956136005,16.470222685019095,13.117687505433114,8.902390073435775,11.978804811243997,18.768496758883895,22.154378135895293,60.28930903828411,0.007056917956884301,0.016982604922638676,0.011604102560428412,2.4476172637093088,2.4941051825784553,2.6389620517893606,0.6349309056125397,0.32539568672798463,0.753033082626129,93713.0,13565.0,8863.0,3978.0,7179.0,17670.0,24982.0,183661.0,31.378866591877998,3.0566421329690003,15.47163780515,318.61328125,317.6484375,390.1484375,308124.0,69381.0,526357.0
a,-1.411764705882353,-2.2745098039215685,-2.372549019607843,-0.9019607843137255,0.43137254901960786,2.627450980392157,2.627450980392157,-3.019607843137255,0.7793065098039216,-0.24772139215686267,0.557147980392157,-0.44485294117647056,0.7843137254901961,-0.5563725490196079,77.47058823529412,37.568627450980394,100.56862745098039,-118.0,-60.0,-59.0,-40.0,-20.0,-36.0,-29.0,-101.0,0.734863,-0.300293,0.462891,-6.875,-20.5,-19.1875,76.0,35.0,100.0,114.0,35.0,51.0,24.0,24.0,65.0,61.0,112.0,0.820801,-0.200684,0.593262,14.5,12.25,9.0625,78.0,39.0,103.0,35.7436296257603,15.021422610888157,18.49103651428305,10.835598556537214,9.364304356354044,19.003116359496122,19.94588758046503,48.71857559333131,0.016057414239375584,0.021617646421457106,0.021102296187372777,4.122246184174493,5.445774074418424,4.935304177903462,0.7836565874532191,1.135867984596525,0.8776081576827849,63982.0,11546.0,17383.0,5912.0,4394.0,18408.0,20244.0,119140.0,30.986142474964005,3.1530264265790002,15.853372820027001,859.73828125,1514.1953125,1233.6484375,306117.0,72046.0,515855.0
a,-3.9215686274509802,-0.47058823529411764,1.2156862745098038,0.13725490196078433,0.6470588235294118,-0.8627450980392157,-1.1568627450980393,-8.313725490196079,0.7806085098039216,-0.25650086274509803,0.5528779999999999,0.3700980392156863,-0.42401960784313725,-1.116421568627451,77.05882352941177,37.6078431372549,100.84313725490196,-128.0,-73.0,-45.0,-22.0,-22.0,-33.0,-45.0,-122.0,0.719238,-0.40136700000000003,0.486328,-4.6875,-24.125,-11.9375,76.0,36.0,100.0,108.0,52.0,74.0,25.0,26.0,35.0,37.0,118.0,0.832031,-0.207031,0.6503909999999999,14.5,10.8125,4.3125,78.0,40.0,102.0,49.82764017581201,21.833325849422454,19.829587716833846,9.412798962780704,11.840310011839664,13.856434762005899,15.964175580366947,62.988726037626265,0.019067636968825,0.02779956467214521,0.02554518165682132,2.895952000671986,5.2861746820936455,3.0617350985553093,0.6135719910778965,1.0968761347125588,0.7582228965049223,124924.0,23846.0,19736.0,4431.0,7031.0,9638.0,12811.0,201904.0,31.095010663472006,3.394068111836,15.622006042377999,426.3125,1406.3515625,532.27734375,302860.0,72192.0,518665.0
b,0.1568627450980392,4.901960784313726,0.0196078431372549,-0.8823529411764706,-0.21568627450980393,3.0784313725490198,1.2156862745098038,-0.29411764705882354,0.8139935686274511,-0.1900372156862745,0.5259459411764705,0.5894607843137255,-3.545343137254902,-0.3137254901960784,79.19607843137256,32.666666666666664,84.7843137254902,-35.0,-26.0,-80.0,-34.0,-24.0,-98.0,-96.0,-47.0,0.7460939999999999,-0.34130900000000003,0.46386700000000003,-11.5625,-20.875,-13.5625,79.0,31.0,83.0,72.0,40.0,127.0,33.0,24.0,69.0,68.0,48.0,0.838867,-0.129395,0.599121,20.625,4.625,10.0625,80.0,37.0,86.0,20.679818711990308,15.021657567606557,33.65322581630382,11.037476267378391,10.490593358795671,31.79486948377357,34.27903949966522,13.996133919975268,0.019577235547701733,0.02856391390500518,0.027170226855447316,3.8943319168287873,5.025141142784147,4.629398081083247,0.40097919363165213,1.6931233465600377,0.6727176373545177,21384.0,12508.0,56627.0,6131.0,5505.0,51029.0,58828.0,9799.0,33.81102542569401,1.8826161695140005,14.144486846408999,776.01171875,1903.64453125,1076.5859375,319881.0,54566.0,366630.0
b,-1.5686274509803921,-1.5490196078431373,-2.019607843137255,-1.3529411764705883,-0.9215686274509803,0.5882352941176471,1.9411764705882353,-0.37254901960784315,0.8115233921568623,-0.20753872549019606,0.526060862745098,0.5992647058823529,-2.582107843137255,-0.5919117647058824,78.54901960784314,33.1764705882353,86.98039215686275,-34.0,-37.0,-77.0,-32.0,-19.0,-52.0,-62.0,-17.0,0.775879,-0.296387,0.49706999999999996,-5.0,-12.9375,-10.25,78.0,32.0,86.0,34.0,43.0,69.0,22.0,19.0,73.0,79.0,15.0,0.828125,-0.165527,0.5742189999999999,10.5,2.6875,8.4375,79.0,35.0,87.0,13.610664791935452,13.784503945358638,28.47138226084461,10.622285120277585,8.51784746812222,23.174275799332527,30.10077192678346,7.213766794993376,0.010146424968585595,0.01816963290666978,0.013295257166402773,3.0732255162173523,3.018963248060045,2.4832989946961326,0.5025425550218046,0.6842772056101586,0.14002800840280114,9388.0,9623.0,40739.0,5735.0,3671.0,26870.0,45495.0,2609.0,33.59222851388901,2.2131952294810002,14.122579790073999,490.55078125,795.73828125,326.20703125,314680.0,56158.0,385846.0
b,1.2549019607843137,0.5490196078431373,-3.588235294117647,-0.9607843137254902,0.9411764705882353,3.9019607843137254,1.803921568627451,0.09803921568627451,0.8155350392156864,-0.20180376470588232,0.519674882352941,0.8676470588235294,-2.5379901960784315,-0.9779411764705882,78.74509803921569,32.31372549019608,88.05882352941177,-45.0,-50.0,-98.0,-29.0,-21.0,-42.0,-57.0,-27.0,0.78418,-0.26269499999999996,0.453613,-6.0,-12.4375,-19.25,77.0,31.0,88.0,39.0,34.0,52.0,16.0,34.0,69.0,82.0,39.0,0.859375,-0.175781,0.5625,10.5625,6.5625,3.9375,79.0,35.0,89.0,17.76720927692912,13.692791863590413,26.26341673932638,8.478114847803669,10.179217582321112,25.049754411539276,29.013114005803054,11.75628325953536,0.011673627801092141,0.016473905377400018,0.014952658712947422,2.696573261185606,3.855577908031682,3.7629323574136424,0.5601120336112044,0.9484765907165307,0.2376354103144016,15864.0,9390.0,35145.0,3641.0,5226.0,32151.0,42254.0,6911.0,33.926781088917004,2.090532209842,13.784340250905,401.96875,1071.78515625,756.7578125,316256.0,53298.0,395475.0
b,-1.6666666666666667,-0.3137254901960784,1.5490196078431373,1.5490196078431373,-0.11764705882352941,1.8627450980392157,5.568627450980392,0.13725490196078433,0.8138691176470588,-0.2057386862745098,0.5213982549019608,1.1482843137254901,-2.7708333333333335,-0.946078431372549,78.6078431372549,32.490196078431374,89.94117647058823,-43.0,-26.0,-80.0,-26.0,-16.0,-79.0,-66.0,-26.0,0.775879,-0.26416,0.496094,-1.3125,-13.4375,-14.3125,77.0,32.0,89.0,18.0,19.0,127.0,45.0,20.0,74.0,95.0,30.0,0.8334959999999999,-0.164551,0.555664,9.8125,3.6875,2.0625,79.0,35.0,90.0,12.874263732993303,10.812012201396058,39.11128416479837,11.4040584451154,8.160017301019721,29.226029225909663,33.66794018169854,10.94169933391178,0.01248931143121519,0.019833299462762317,0.013346654719206829,2.3758209365499368,3.111462343764851,2.56060965664927,0.6950807542307299,1.0270842033564316,0.23763541031440163,8429.0,5850.0,76607.0,6625.0,3330.0,42885.0,58258.0,5987.0,33.78932911864101,2.1784167469070006,13.873569810564998,349.47265625,875.61328125,373.484375,315163.0,53889.0,412563.0
b,-1.6666666666666667,-0.3137254901960784,1.5490196078431373,1.5490196078431373,-0.11764705882352941,1.8627450980392157,5.568627450980392,0.13725490196078433,0.8138691176470588,-0.2057386862745098,0.5213982549019608,1.1482843137254901,-2.7708333333333335,-0.946078431372549,78.6078431372549,32.490196078431374,89.94117647058823,-43.0,-26.0,-80.0,-26.0,-16.0,-79.0,-66.0,-26.0,0.775879,-0.26416,0.496094,-1.3125,-13.4375,-14.3125,77.0,32.0,89.0,18.0,19.0,127.0,45.0,20.0,74.0,95.0,30.0,0.8334959999999999,-0.164551,0.555664,9.8125,3.6875,2.0625,79.0,35.0,90.0,12.874263732993303,10.812012201396058,39.11128416479837,11.4040584451154,8.160017301019721,29.226029225909663,33.66794018169854,10.94169933391178,0.01248931143121519,0.019833299462762317,0.013346654719206829,2.3758209365499368,3.111462343764851,2.56060965664927,0.6950807542307299,1.0270842033564316,0.23763541031440163,8429.0,5850.0,76607.0,6625.0,3330.0,42885.0,58258.0,5987.0,33.78932911864101,2.1784167469070006,13.873569810564998,349.47265625,875.61328125,373.484375,315163.0,53889.0,412563.0
