Class,EMG0_mean,EMG1_mean,EMG2_mean,EMG3_mean,EMG4_mean,EMG5_mean,EMG6_mean,EMG7_mean,Accl0_mean,Accl1_mean,Accl2_mean,Gyr0_mean,Gyr1_mean,Gyr2_mean,Orien0_mean,Orien1_mean,Orien2_mean,EMG0_min,EMG1_min,EMG2_min,EMG3_min,EMG4_min,EMG5_min,EMG6_min,EMG7_min,Accl0_min,Accl1_min,Accl2_min,Gyr0_min,Gyr1_min,Gyr2_min,Orien0_min,Orien1_min,Orien2_min,EMG0_max,EMG1_max,EMG2_max,EMG3_max,EMG4_max,EMG5_max,EMG6_max,EMG7_max,Accl0_max,Accl1_max,Accl2_max,Gyr0_max,Gyr1_max,Gyr2_max,Orien0_max,Orien1_max,Orien2_max,EMG0_stdev,EMG1_stdev,EMG2_stdev,EMG3_stdev,EMG4_stdev,EMG5_stdev,EMG6_stdev,EMG7_stdev,Accl0_stdev,Accl1_stdev,Accl2_stdev,Gyr0_stdev,Gyr1_stdev,Gyr2_stdev,Orien0_stdev,Orien1_stdev,Orien2_stdev,EMG0_energy,EMG1_energy,EMG2_energy,EMG3_energy,EMG4_energy,EMG5_energy,EMG6_energy,EMG7_energy,Accl0_energy,Accl1_energy,Accl2_energy,Gyr0_energy,Gyr1_energy,Gyr2_energy,Orien0_energy,Orien1_energy,Orien2_energy
a,-1.4313725490196079,-1.2549019607843137,-1.0392156862745099,-1.2156862745098038,-1.9411764705882353,-1.9607843137254901,0.6274509803921569,-1.1176470588235294,0.9136507450980395,-0.20444621568627455,0.3279814901960785,0.5600490196078431,-1.6470588235294117,0.1053921568627451,73.0,21.294117647058822,167.80392156862746,-28.0,-17.0,-12.0,-14.0,-26.0,-68.0,-45.0,-27.0,0.903809,-0.21581999999999998,0.31445300000000004,-2.5,-2.9375,-1.6875,73.0,21.0,167.0,9.0,5.0,7.0,5.0,17.0,31.0,45.0,16.0,0.9238280000000001,-0.18798800000000002,0.34375,3.5,0.25,2.1875,73.0,22.0,168.0,6.403920367902101,4.029109763979641,3.841670388327065,3.7752548284331535,10.828502693735421,19.555010390499643,18.246052487388855,7.752798356267316,0.005227472788425167,0.007040938728078026,0.005780963242825715,1.2751201404373707,0.7879783794436166,0.8288254298326367,0.0,0.4601789933084223,0.4009791936316524,2155.0,892.0,793.0,788.0,6055.0,19316.0,16666.0,3069.0,42.574008208516,2.134189751439,5.487835730274001,97.29296875,169.3984375,34.9140625,271779.0,23136.0,1436074.0
a,-0.49019607843137253,-0.7254901960784313,-0.5490196078431373,-0.6666666666666666,-1.0392156862745099,-1.196078431372549,-1.196078431372549,1.2745098039215685,0.9031001372549019,-0.26423678431372544,0.3131031176470587,0.24019607843137256,-1.4252450980392157,-0.41421568627450983,68.45098039215686,23.07843137254902,174.7058823529412,-11.0,-14.0,-12.0,-12.0,-34.0,-41.0,-23.0,-25.0,0.874023,-0.359375,0.262207,-11.875,-11.8125,-9.25,65.0,23.0,174.0,13.0,9.0,12.0,7.0,32.0,36.0,27.0,42.0,0.945801,-0.22216799999999998,0.345215,6.6875,8.8125,4.25,70.0,24.0,177.0,4.892330933285718,3.8422828181826953,4.513596018653844,3.978274332756185,10.581041128950826,15.835428137998846,10.529994506823138,12.149203153083825,0.01167403796296656,0.029536968622601564,0.019262249722861606,3.568205355747384,3.1011847435658346,2.232849944028712,1.6889490873344415,0.27152438232335296,1.1712235934621342,1209.0,765.0,1034.0,814.0,5653.0,12611.0,5617.0,7463.0,41.60189691151899,3.6044966131779983,5.018263389515,639.546875,584.46484375,258.03125,239105.0,27167.0,1556698.0
a,-0.7254901960784313,-0.6274509803921569,-1.0784313725490196,-0.7058823529411765,-0.5490196078431373,-1.9019607843137254,2.4705882352941178,-0.45098039215686275,0.897652450980392,-0.2905656274509804,0.30845972549019607,0.36151960784313725,-0.8762254901960784,-1.4252450980392157,66.90196078431373,23.92156862745098,125.29411764705883,-16.0,-9.0,-13.0,-12.0,-38.0,-38.0,-19.0,-17.0,0.8608399999999999,-0.387207,0.27831999999999996,-5.0625,-5.125,-12.9375,64.0,23.0,0.0,39.0,22.0,17.0,11.0,35.0,39.0,31.0,20.0,0.9223629999999999,-0.24706999999999998,0.342773,7.75,6.625,2.75,69.0,25.0,179.0,9.275944008827455,5.007836995405204,5.365978521220159,4.977124140091581,13.993303720694689,16.85616196168129,12.581499022257196,8.739138917514003,0.011586938911228833,0.03530947628439753,0.016552648339257903,2.350342851502275,2.2527930648724164,3.4277821639838044,1.868206647678829,0.8448227566750779,81.16163973642895,4329.0,1274.0,1499.0,1264.0,9806.0,14391.0,8226.0,3829.0,41.10148891797301,4.368185532429,4.8662170230760005,282.87109375,292.91015625,691.08203125,228444.0,29220.0,1129990.0
a,-0.5490196078431373,-0.37254901960784315,-1.196078431372549,-0.803921568627451,-0.09803921568627451,-0.6666666666666666,-0.8823529411764706,-1.2156862745098038,0.8932866274509802,-0.31805292156862747,0.2885454705882353,0.9056372549019608,-1.1936274509803921,-1.3370098039215685,64.90196078431373,24.529411764705884,3.7450980392156863,-19.0,-11.0,-12.0,-10.0,-38.0,-51.0,-22.0,-11.0,0.8525389999999999,-0.43652299999999994,0.24658200000000002,-1.9375,-3.375,-9.4375,61.0,24.0,2.0,35.0,19.0,11.0,6.0,19.0,45.0,35.0,20.0,0.914062,-0.269043,0.321777,7.375,9.25,4.4375,67.0,26.0,6.0,7.4707796794985075,4.284674010067631,3.893685184208591,3.7524371165584482,11.330057196608998,17.11919001199142,11.850142714454588,6.007707467878895,0.010972499259440915,0.033529351952486734,0.018055985972915398,1.7558105566331224,2.0679192025878024,2.5808210427888953,1.8028300192839508,0.702935023354808,1.2781727153229636,2806.0,925.0,831.0,737.0,6419.0,14676.0,7061.0,1880.0,40.70203072492,5.2152515789530005,4.262483849918999,195.97265625,286.4765625,424.19921875,214988.0,30711.0,797.0
a,-0.6666666666666666,-0.6274509803921569,-1.4705882352941178,-2.156862745098039,-1.6862745098039216,-2.843137254901961,-4.0588235294117645,-2.764705882352941,0.8933058039215686,-0.3101829411764706,0.2940219803921569,1.224264705882353,-0.8247549019607843,-1.0490196078431373,65.31372549019608,24.372549019607842,5.352941176470588,-14.0,-8.0,-22.0,-22.0,-24.0,-38.0,-50.0,-41.0,0.8574219999999999,-0.373535,0.24658200000000002,-6.875,-5.5,-7.5,61.0,23.0,4.0,10.0,8.0,10.0,11.0,35.0,31.0,34.0,16.0,0.9165040000000001,-0.262207,0.33056599999999997,12.375,6.375,2.625,67.0,26.0,9.0,4.380258744260055,3.4407021627204277,6.08063464180005,7.038103577014501,10.120257301231884,15.655507080921536,19.37876339161597,10.403053850277077,0.01106341136362489,0.03157036842636573,0.020657325861292108,3.36951351437109,2.466684883345558,2.4369971829298125,2.204451823727899,0.6312142049645421,1.8201486687824673,982.0,612.0,1959.0,2714.0,5266.0,12667.0,19617.0,5801.0,40.703878178868,4.9567207149699986,4.430231428226999,644.12109375,338.91796875,353.0703125,217803.0,30315.0,1627.0
b,-0.803921568627451,-1.1176470588235294,-0.8823529411764706,-1.0784313725490196,-0.4117647058823529,-9.823529411764707,-8.647058823529411,-2.5686274509803924,0.9101083921568628,-0.26629517647058826,0.290661431372549,-0.6727941176470589,-1.6727941176470589,0.6825980392156863,67.2156862745098,21.980392156862745,7.509803921568627,-6.0,-8.0,-21.0,-23.0,-14.0,-113.0,-115.0,-47.0,0.8920899999999999,-0.385254,0.234375,-21.25,-6.375,-8.0,67.0,21.0,5.0,4.0,6.0,16.0,33.0,20.0,36.0,41.0,26.0,0.958008,-0.186523,0.349609,8.125,6.25,13.25,70.0,23.0,9.0,2.039800067096158,2.337922657604647,7.355670081844425,8.705959194149493,6.1519963283091625,30.425453740151806,30.830389896601552,10.377388692654398,0.011083576074676322,0.024044097843509027,0.018325039592049897,5.605697272575885,2.043915827954935,3.3461461773503087,0.756669689896354,0.31560710248227086,0.9459925796666241,241.0,337.0,2745.0,3849.0,1901.0,51207.0,51339.0,5721.0,42.249303842121996,3.6454751036419997,4.325477805866999,1594.27734375,351.58984375,583.59765625,230444.0,24645.0,2921.0
b,-0.7843137254901961,-0.6274509803921569,-1.2352941176470589,-0.3137254901960784,-0.6274509803921569,-0.0784313725490196,-0.9019607843137255,-0.3137254901960784,0.9464039411764706,-0.14810241176470582,0.2358015294117648,0.6446078431372549,-1.5845588235294117,0.29411764705882354,72.13725490196079,15.0,13.352941176470589,-4.0,-6.0,-23.0,-18.0,-9.0,-47.0,-60.0,-8.0,0.9360350000000001,-0.180176,0.22216799999999998,-4.75,-3.25,-1.6875,71.0,15.0,11.0,4.0,5.0,40.0,21.0,6.0,31.0,52.0,5.0,0.954102,-0.13281199999999999,0.25,5.3125,0.625,3.75,73.0,15.0,16.0,1.7124686915701097,1.8863804951676686,12.251674555413423,8.533440563051766,3.725376675257017,18.032019451248274,26.78227391537977,3.546774287030013,0.004225903626027299,0.009963602248537365,0.0063520416036198695,2.2875850460993257,0.8595805235523827,0.9877605761936203,0.775102776233894,0.0,1.145836452758677,178.0,198.0,7583.0,3646.0,714.0,16258.0,35906.0,634.0,45.68059432666497,1.123614211385,2.8377378465459997,282.84375,164.99609375,53.1953125,265423.0,11475.0,9159.0
b,-1.0980392156862746,-1.0784313725490196,-2.6470588235294117,-1.8235294117647058,-0.7450980392156863,-1.4509803921568627,0.47058823529411764,-0.6078431372549019,0.9372319411764707,-0.20587278431372552,0.2331495294117647,-0.17769607843137256,-1.4362745098039216,-0.23039215686274508,67.13725490196079,17.0,20.980392156862745,-5.0,-7.0,-23.0,-22.0,-8.0,-70.0,-58.0,-11.0,0.9248049999999999,-0.236816,0.214844,-6.4375,-4.0625,-2.625,67.0,17.0,20.0,4.0,4.0,16.0,26.0,7.0,42.0,98.0,9.0,0.950684,-0.190918,0.256348,5.0625,1.9375,3.75,68.0,17.0,22.0,1.7234256811453668,2.216692466310127,9.420877940854057,8.689547473494672,3.4458272577417572,21.603068046451362,29.02643825285939,4.233572634891477,0.005313374323014581,0.009748950381069184,0.009118407210369456,2.546547066280989,1.0868166097080292,1.1847659444536944,0.3475403771153649,0.0,0.6161232369723242,210.0,305.0,4795.0,3945.0,622.0,23442.0,42138.0,915.0,44.800000886967,2.1663158710520003,2.776451123814,325.85546875,164.265625,72.890625,229884.0,14739.0,22468.0
b,-0.3333333333333333,-0.8627450980392157,-1.196078431372549,-1.196078431372549,-0.3137254901960784,3.450980392156863,5.96078431372549,-0.11764705882352941,0.9378638431372551,-0.2114544901960784,0.22414023529411767,0.33455882352941174,-1.6936274509803921,-0.1556372549019608,66.37254901960785,17.0,27.235294117647058,-5.0,-4.0,-22.0,-31.0,-10.0,-48.0,-49.0,-7.0,0.9213870000000001,-0.24218800000000001,0.20165999999999998,-7.6875,-3.25,-7.0625,66.0,17.0,26.0,3.0,3.0,15.0,12.0,15.0,114.0,58.0,10.0,0.9501950000000001,-0.16748,0.246094,6.75,0.3125,3.3125,67.0,17.0,28.0,1.9148542155126764,1.800217851740586,7.714971439592339,8.397665408536204,4.52322980215877,26.530219543373704,25.579648773439974,3.564531154716027,0.006348235784444532,0.012777141790514101,0.010719543429807512,2.923472451806343,0.9266248315426111,1.9819250643715856,0.4882943503144591,0.0,0.4727889717037674,189.0,200.0,3049.0,3599.0,1028.0,35800.0,34528.0,636.0,44.861033006352,2.288525840245001,2.5679265295300002,433.04296875,189.21875,197.63671875,224683.0,14739.0,37841.0
b,-0.7450980392156863,-0.7843137254901961,0.058823529411764705,-1.1176470588235294,-0.7254901960784313,-5.705882352941177,-7.529411764705882,-1.6470588235294117,0.9345990196078429,-0.22779758823529409,0.2199946862745098,-0.2659313725490196,-1.7781862745098038,-0.30269607843137253,65.0,17.19607843137255,30.784313725490197,-5.0,-7.0,-26.0,-20.0,-19.0,-89.0,-89.0,-26.0,0.913574,-0.266602,0.190918,-4.5625,-3.9375,-5.6875,64.0,17.0,30.0,4.0,5.0,26.0,15.0,21.0,62.0,47.0,7.0,0.9467770000000001,-0.19775399999999999,0.255371,3.625,1.25,5.3125,66.0,18.0,31.0,2.2789746576467405,2.360624709607151,9.411507349422584,7.58326330499879,6.45624792390301,28.623273130546803,28.694496295405834,5.602940404508206,0.006018691105182906,0.013135170682068006,0.012138546950092827,2.2418548102399667,1.1859406686710103,2.0153850651387475,0.34641016151377546,0.4009791936316523,0.4153902016271486,288.0,310.0,4429.0,2939.0,2111.0,42625.0,44060.0,1708.0,44.549052932180004,2.6551054369390004,2.4756479775430003,254.90234375,231.58203125,207.76171875,215481.0,15089.0,48340.0
