Class,EMG0_mean,EMG1_mean,EMG2_mean,EMG3_mean,EMG4_mean,EMG5_mean,EMG6_mean,EMG7_mean,Accl0_mean,Accl1_mean,Accl2_mean,Gyr0_mean,Gyr1_mean,Gyr2_mean,Orien0_mean,Orien1_mean,Orien2_mean,EMG0_min,EMG1_min,EMG2_min,EMG3_min,EMG4_min,EMG5_min,EMG6_min,EMG7_min,Accl0_min,Accl1_min,Accl2_min,Gyr0_min,Gyr1_min,Gyr2_min,Orien0_min,Orien1_min,Orien2_min,EMG0_max,EMG1_max,EMG2_max,EMG3_max,EMG4_max,EMG5_max,EMG6_max,EMG7_max,Accl0_max,Accl1_max,Accl2_max,Gyr0_max,Gyr1_max,Gyr2_max,Orien0_max,Orien1_max,Orien2_max,EMG0_stdev,EMG1_stdev,EMG2_stdev,EMG3_stdev,EMG4_stdev,EMG5_stdev,EMG6_stdev,EMG7_stdev,Accl0_stdev,Accl1_stdev,Accl2_stdev,Gyr0_stdev,Gyr1_stdev,Gyr2_stdev,Orien0_stdev,Orien1_stdev,Orien2_stdev,EMG0_energy,EMG1_energy,EMG2_energy,EMG3_energy,EMG4_energy,EMG5_energy,EMG6_energy,EMG7_energy,Accl0_energy,Accl1_energy,Accl2_energy,Gyr0_energy,Gyr1_energy,Gyr2_energy,Orien0_energy,Orien1_energy,Orien2_energy
a,1.0196078431372548,-1.0784313725490196,-0.7254901960784313,0.9607843137254902,-1.0980392156862746,-2.823529411764706,-1.7647058823529411,1.0196078431372548,0.7279602352941176,-0.3675896470588235,0.5998774901960785,0.3112745098039216,-3.974264705882353,-1.4497549019607843,73.19607843137256,42.19607843137255,108.96078431372548,-19.0,-41.0,-20.0,-22.0,-27.0,-68.0,-34.0,-50.0,0.554688,-0.507324,0.49658199999999997,-24.625,-48.0625,-33.875,72.0,42.0,108.0,22.0,42.0,35.0,32.0,31.0,43.0,40.0,61.0,0.8920899999999999,-0.32617199999999996,0.8530270000000001,17.0,4.4375,7.0,74.0,48.0,109.0,9.978958254403977,17.464069556955966,12.40496421820321,11.769385343871997,13.824984487457174,18.945929253908808,13.291483341289062,25.980369663327295,0.0385822231684947,0.024098266438749096,0.04223672717452081,4.459128456675952,9.135705847033902,5.823551585048894,0.44808962688896314,0.9385010994801697,0.1960392117639213,5032.0,15309.0,7721.0,6973.0,9618.0,18354.0,8992.0,33802.0,27.100660709873996,6.920265902134001,18.441700221561998,999.1328125,4978.58984375,1802.87890625,273251.0,90850.0,605497.0
a,-2.019607843137255,-1.6666666666666667,-0.29411764705882354,-1.2745098039215685,-1.411764705882353,-0.5686274509803921,5.235294117647059,-1.7254901960784315,0.6841299019607843,-0.4041915490196078,0.6262254313725493,1.3848039215686274,-3.9840686274509802,-2.1262254901960786,72.88235294117646,46.98039215686274,99.33333333333333,-57.0,-48.0,-57.0,-69.0,-62.0,-43.0,-91.0,-111.0,0.516602,-0.5878909999999999,0.586914,-2.6875,-41.4375,-27.875,72.0,45.0,99.0,48.0,42.0,63.0,35.0,63.0,73.0,88.0,98.0,0.7407229999999999,-0.351074,0.7695310000000001,21.875,6.125,7.0,73.0,57.0,100.0,19.005778275123,21.291939006738364,20.83678873305295,20.46761190893803,24.959308059790626,25.165257719292907,33.03488352350836,43.546333223991454,0.049158050486265197,0.04066051834805539,0.03499600911204299,4.553336217630355,11.030234323902464,6.689888477630792,0.32539568672798486,3.171688484567368,0.47609522856952285,18269.0,22809.0,21713.0,21029.0,31250.0,31681.0,55963.0,94966.0,23.990545556981004,8.414575110859001,20.06130886847301,1134.4453125,6892.81640625,2468.29296875,270909.0,113068.0,503234.0
a,1.8235294117647058,2.4705882352941178,5.03921568627451,1.5294117647058822,0.8431372549019608,0.0196078431372549,-1.4313725490196079,4.215686274509804,0.7154852352941177,-0.3662300588235295,0.615588568627451,0.8970588235294118,-2.424019607843137,-1.3676470588235294,73.90196078431373,44.450980392156865,97.01960784313725,-33.0,-50.0,-25.0,-52.0,-62.0,-94.0,-67.0,-84.0,0.6132810000000001,-0.490234,0.5839840000000001,-3.375,-30.375,-27.8125,73.0,43.0,97.0,86.0,80.0,100.0,46.0,54.0,76.0,36.0,127.0,0.760742,-0.331543,0.7407229999999999,28.9375,2.8125,2.625,74.0,51.0,98.0,22.909129954979036,26.533264360931145,21.753124634694412,18.984575782646786,23.285508411043644,28.499466799277798,25.299213349004184,45.699152607237785,0.02777878216811401,0.0271940217698021,0.027499098533773705,4.548245257950651,6.6313214384169195,5.124034162936578,0.30032661958503204,1.7923585075558555,0.14002800840280116,26411.0,35512.0,24955.0,18140.0,27147.0,40611.0,32107.0,105327.0,26.146458255055,6.877322996281,19.364223598073004,1075.3671875,2498.390625,1408.1796875,278541.0,100931.0,480054.0
a,-1.7647058823529411,4.078431372549019,2.176470588235294,0.7450980392156863,1.5098039215686274,0.13725490196078433,-2.823529411764706,-4.490196078431373,0.6752834509803923,-0.38525390196078435,0.6498736470588234,0.4375,-0.19730392156862744,0.023284313725490197,73.88235294117646,47.98039215686274,96.23529411764706,-54.0,-66.0,-30.0,-52.0,-62.0,-47.0,-67.0,-106.0,0.570801,-0.534668,0.5795899999999999,-5.3125,-21.0,-26.375,73.0,47.0,96.0,62.0,82.0,74.0,43.0,56.0,57.0,80.0,99.0,0.739258,-0.335449,0.762695,24.5,11.375,29.1875,74.0,50.0,98.0,23.07083720656372,28.26364671252094,19.99070372183325,21.016034961195608,24.811588058018064,22.558386119439607,27.501786038257908,45.41690106073712,0.020999421207560657,0.030073844694853972,0.02386995513093692,4.163813606539082,3.9712909690407114,6.594220490137482,0.32539568672798486,0.5827588207288292,0.4727889717037671,26772.0,40790.0,20223.0,22112.0,30897.0,25445.0,38224.0,104163.0,23.278443482120004,7.614670824513001,21.567612352116,876.62890625,790.54296875,2174.21484375,278394.0,117425.0,472334.0
a,-1.8431372549019607,0.6078431372549019,2.0392156862745097,0.7450980392156863,-0.29411764705882354,-0.43137254901960786,-1.6666666666666667,-2.6862745098039214,0.6875095882352938,-0.3790019607843138,0.6423196274509805,1.0968137254901962,-1.1838235294117647,-0.20710784313725492,73.96078431372548,46.92156862745098,96.62745098039215,-31.0,-54.0,-48.0,-60.0,-65.0,-36.0,-49.0,-54.0,0.526367,-0.5839840000000001,0.5429689999999999,-11.125,-33.875,-40.25,73.0,45.0,95.0,31.0,48.0,76.0,50.0,47.0,31.0,35.0,51.0,0.7441409999999999,-0.228516,0.781738,27.625,18.75,27.9375,75.0,51.0,97.0,14.462880140580033,23.697323419637538,18.99364186701827,16.700710328911043,22.01208224375609,15.222686887617156,20.203630036868788,25.819752280824407,0.034692947101782216,0.04945070557311019,0.03817359232451713,6.7141677830992466,8.102067750780375,8.42096055050356,0.3441385949715893,1.3688409294713808,0.5642972377648324,10632.0,28097.0,18250.0,13974.0,24231.0,11596.0,20551.0,33701.0,24.166321158619,7.448035414280001,21.114160851794992,2315.35546875,3353.6484375,3547.81640625,278986.0,112377.0,476196.0
b,0.35294117647058826,-0.7058823529411765,-0.5098039215686274,-1.4901960784313726,0.0784313725490196,-1.0980392156862746,0.8627450980392157,-0.27450980392156865,0.740789705882353,-0.4051585686274509,0.545841,1.3026960784313726,-3.639705882352941,0.8455882352941176,70.76470588235294,41.1764705882353,84.96078431372548,-23.0,-30.0,-77.0,-86.0,-23.0,-57.0,-39.0,-24.0,0.445312,-0.552246,0.311523,-47.5625,-58.6875,-36.0625,70.0,40.0,82.0,52.0,24.0,37.0,22.0,30.0,58.0,78.0,36.0,0.882812,-0.22168000000000002,0.995605,47.75,11.0,47.875,72.0,47.0,86.0,13.882108671829025,12.283800906310814,22.76257678648848,15.739596626368296,12.871430592214528,23.500855220149575,23.757120707563146,13.299741999561569,0.048031314075004904,0.043887673076733025,0.07513632018697751,11.159282658880198,10.382260924854698,9.28545025279113,0.4727889717037672,1.4241612598711018,0.7472826590715328,9642.0,7570.0,25920.0,12500.0,8284.0,27676.0,28258.0,8848.0,28.102589161993002,8.468133144749,15.477335591893,6313.02734375,6065.1875,4347.4453125,255401.0,86572.0,368163.0
b,-1.4901960784313726,-1.7450980392156863,-0.11764705882352941,-1.1764705882352942,-1.1764705882352942,0.6078431372549019,2.1372549019607843,0.3137254901960784,0.7388174117647058,-0.39273125490196087,0.5575597647058824,1.454656862745098,-4.567401960784314,0.007352941176470588,71.66666666666667,40.86274509803921,89.33333333333333,-26.0,-17.0,-20.0,-43.0,-57.0,-67.0,-56.0,-28.0,0.416504,-0.765137,0.41845699999999997,-39.625,-56.625,-53.0625,71.0,39.0,87.0,22.0,15.0,29.0,21.0,38.0,116.0,108.0,26.0,0.8818360000000001,-0.265625,0.815918,35.625,10.75,45.25,72.0,47.0,91.0,10.920389276980211,6.990974573705451,12.934677512521953,8.943614218766237,13.945186814600858,32.16400375038689,26.583468252162387,12.120214843109721,0.052526183629567624,0.06225366706719956,0.04741325304958025,9.664764275702845,12.188242561591727,11.265258035346601,0.47609522856952324,1.575050574973863,0.7118052168020869,6076.0,2599.0,8366.0,4070.0,9794.0,51745.0,35567.0,7350.0,27.976359562596,8.059905720585999,15.966918280399996,4778.30078125,8491.58203125,6345.3046875,261953.0,85282.0,407028.0
b,20.274509803921568,24.980392156862745,24.019607843137255,23.50980392156863,44.88235294117647,74.56862745098039,75.6470588235294,36.6078431372549,0.7265048235294118,-0.3923486666666667,0.6321329803921563,-1.1127450980392157,-1.4264705882352942,6.72671568627451,71.07843137254902,43.31372549019608,91.74509803921569,-12.0,-6.0,-9.0,-9.0,-29.0,-83.0,-54.0,-15.0,0.362793,-0.768066,0.45800799999999997,-45.375,-48.75,-41.6875,71.0,42.0,89.0,24.0,29.0,27.0,41.0,53.0,97.0,100.0,44.0,0.824219,-0.29199200000000003,1.08691,44.0,4.5,42.75,72.0,48.0,92.0,9.415048446763404,10.08263893249865,8.929703681709565,8.794026493068136,20.738029857075176,43.68627010947985,38.80970163730287,17.95224602257061,0.05636516517875413,0.057615174781533655,0.07249474528281089,11.107247209084957,9.24564682940667,9.143662087618335,0.2715243823233529,1.1745670875421546,0.7167464615860192,25396.0,36908.0,33411.0,32055.0,124239.0,379009.0,367156.0,84461.0,27.077123781467975,8.016786706246005,20.641971754554003,6231.6953125,4377.875,6488.01171875,257663.0,95749.0,429301.0
b,-1.392156862745098,-2.235294117647059,-3.549019607843137,-1.6666666666666667,-1.6274509803921569,-2.8627450980392157,-3.392156862745098,-1.7058823529411764,0.6375133921568629,-0.46927654901960786,0.6331093137254902,1.6151960784313726,-4.943627450980392,0.35049019607843135,71.01960784313725,49.31372549019608,102.47058823529412,-17.0,-24.0,-52.0,-28.0,-20.0,-49.0,-33.0,-18.0,0.146484,-0.768555,0.544922,-25.3125,-73.1875,-31.0625,71.0,48.0,99.0,35.0,22.0,27.0,28.0,27.0,50.0,38.0,20.0,0.813477,-0.35449200000000003,0.8574219999999999,31.6875,7.9375,23.5625,72.0,56.0,104.0,9.873354913852836,8.855706036887442,16.362534920348004,9.465023331543705,9.395660241438547,24.233051485806023,15.577006684690806,7.653219238064618,0.07627015532043407,0.053602121942443175,0.03927666372974678,7.368231773009337,13.204966246773651,6.8308020030522,0.14002800840280116,1.529577668226514,0.9869739849959692,4973.0,4176.0,14029.0,4621.0,4549.0,29780.0,12719.0,3077.0,21.018446413777003,11.374903826284001,20.519330375111,2847.59375,9964.96875,2339.2578125,257234.0,124141.0,535560.0
b,-1.3529411764705883,-1.6666666666666667,-2.411764705882353,-2.784313725490196,-3.4705882352941178,0.5294117647058824,0.1568627450980392,-1.7843137254901962,0.6783087647058824,-0.45617913725490183,0.596670156862745,0.9987745098039216,-4.008578431372549,-0.2916666666666667,71.01960784313725,46.8235294117647,106.7843137254902,-22.0,-17.0,-50.0,-17.0,-54.0,-54.0,-29.0,-19.0,0.21581999999999998,-0.888184,0.494141,-30.9375,-85.9375,-47.4375,71.0,44.0,103.0,24.0,23.0,39.0,21.0,32.0,94.0,40.0,11.0,0.8994139999999999,-0.339355,1.00391,60.0625,12.0,43.0,72.0,57.0,108.0,9.744379979068476,7.625396164571824,15.882287581564864,6.797981245899983,13.537138458590832,31.170725330782066,18.267317864448092,6.300202299895444,0.08548965692610735,0.06612993824525155,0.07168216972591517,12.050632051603653,16.587716745041355,11.435120426417319,0.14002800840280116,2.9913601077298675,0.8078050628758423,4841.0,3049.0,12909.0,2706.0,9777.0,48595.0,16686.0,2147.0,23.830665866184997,10.831728105214003,18.413695753452004,7311.76171875,14577.12109375,6542.4375,257234.0,112262.0,581580.0
