Class,EMG0_mean,EMG1_mean,EMG2_mean,EMG3_mean,EMG4_mean,EMG5_mean,EMG6_mean,EMG7_mean,Accl0_mean,Accl1_mean,Accl2_mean,Gyr0_mean,Gyr1_mean,Gyr2_mean,Orien0_mean,Orien1_mean,Orien2_mean,EMG0_min,EMG1_min,EMG2_min,EMG3_min,EMG4_min,EMG5_min,EMG6_min,EMG7_min,Accl0_min,Accl1_min,Accl2_min,Gyr0_min,Gyr1_min,Gyr2_min,Orien0_min,Orien1_min,Orien2_min,EMG0_max,EMG1_max,EMG2_max,EMG3_max,EMG4_max,EMG5_max,EMG6_max,EMG7_max,Accl0_max,Accl1_max,Accl2_max,Gyr0_max,Gyr1_max,Gyr2_max,Orien0_max,Orien1_max,Orien2_max,EMG0_stdev,EMG1_stdev,EMG2_stdev,EMG3_stdev,EMG4_stdev,EMG5_stdev,EMG6_stdev,EMG7_stdev,Accl0_stdev,Accl1_stdev,Accl2_stdev,Gyr0_stdev,Gyr1_stdev,Gyr2_stdev,Orien0_stdev,Orien1_stdev,Orien2_stdev,EMG0_energy,EMG1_energy,EMG2_energy,EMG3_energy,EMG4_energy,EMG5_energy,EMG6_energy,EMG7_energy,Accl0_energy,Accl1_energy,Accl2_energy,Gyr0_energy,Gyr1_energy,Gyr2_energy,Orien0_energy,Orien1_energy,Orien2_energy
c,-1.2156862745098038,-0.7843137254901961,-2.215686274509804,-1.0392156862745099,-0.7254901960784313,-0.39215686274509803,0.9411764705882353,-0.8431372549019608,0.8317631960784314,-0.49779786274509824,0.23833872549019602,-3.1911764705882355,1.5833333333333333,0.0024509803921568627,57.31372549019608,33.529411764705884,50.23529411764706,-14.0,-10.0,-38.0,-12.0,-12.0,-38.0,-71.0,-20.0,0.774414,-0.561523,0.166992,-20.6875,-8.5625,-14.0,56.0,32.0,48.0,12.0,15.0,28.0,7.0,6.0,35.0,99.0,23.0,0.883301,-0.44628900000000005,0.29834,3.0625,24.1875,9.875,59.0,35.0,54.0,4.0264809722148,3.3900662264339085,11.531372382314593,4.377034540936251,3.2004901585385257,9.61265505752193,31.319266763259883,5.787478031127575,0.018129234736214993,0.025959646899000474,0.02426925166219876,5.996019666264887,7.341743520218252,5.163422447616407,0.8829540436156649,0.879839557566505,1.6320322949515147,886.0,606.0,6899.0,1013.0,539.0,4628.0,49090.0,1711.0,35.29976418948699,12.671633483189003,2.9265225802949995,2316.9765625,2822.9140625,1333.046875,167567.0,57374.0,128836.0
c,-0.37254901960784315,-0.8431372549019608,-0.27450980392156865,-0.6666666666666666,-0.6078431372549019,-0.45098039215686275,3.0588235294117645,0.0196078431372549,0.7682770588235293,-0.5416474705882354,0.33673205882352947,-0.7303921568627451,-0.9558823529411765,-2.843137254901961,60.1764705882353,39.84313725490196,43.88235294117647,-6.0,-6.0,-25.0,-18.0,-7.0,-13.0,-33.0,-17.0,0.612305,-0.72168,0.28418000000000004,-13.75,-24.1875,-43.4375,60.0,36.0,43.0,11.0,11.0,51.0,8.0,6.0,50.0,78.0,19.0,0.8276370000000001,-0.43603500000000006,0.41699200000000003,4.125,10.0,13.125,61.0,48.0,45.0,2.749260150031101,2.921455452473014,11.37554997593092,4.461688768467234,2.7934096110133875,8.85056772301121,24.53928423137552,4.855883837483886,0.04747094979180921,0.05488514710715564,0.033122310277764,3.3509441345891244,6.279061112609302,12.927026996211628,0.38501336875184883,3.849013115174369,0.6525966234521721,385.0,463.0,6474.0,1018.0,409.0,3927.0,30586.0,1179.0,30.215406148547995,15.113100070775003,5.8376668233230005,588.6484375,2017.9296875,8767.65625,184689.0,81702.0,98230.0
c,2.392156862745098,-0.21568627450980393,-1.9803921568627452,-0.058823529411764705,-0.5686274509803921,0.7254901960784313,-3.4313725490196076,-0.3333333333333333,0.7912263137254902,-0.5258883921568628,0.318407294117647,-1.025735294117647,0.883578431372549,-0.8406862745098039,59.94117647058823,37.666666666666664,44.0,-15.0,-11.0,-90.0,-18.0,-17.0,-16.0,-61.0,-25.0,0.6933590000000001,-0.6674800000000001,0.282227,-16.8125,-7.75,-24.6875,59.0,36.0,42.0,37.0,12.0,40.0,16.0,13.0,43.0,60.0,19.0,0.8183590000000001,-0.48144499999999996,0.362793,3.125,28.25,20.25,61.0,42.0,47.0,11.401891827889878,4.070939574546378,21.1872510685822,5.883576343367637,4.253257114075209,10.266603004640922,30.63805144062578,8.2672042835935,0.023245587624743068,0.033517592456546424,0.014156881609018446,3.8563700643907888,5.504543856099748,8.458892452301768,0.5800608487351075,1.4514360704718166,1.2165525060596438,6792.0,831.0,22645.0,1731.0,921.0,5297.0,47535.0,3423.0,31.955010923314003,14.160660101476,5.180564317158002,797.23828125,1554.81640625,3613.6875,183257.0,72463.0,98810.0
c,-1.9215686274509804,-1.0,0.29411764705882354,-1.392156862745098,-0.3137254901960784,0.35294117647058826,-4.921568627450981,-1.4901960784313726,0.7842658823529411,-0.532724431372549,0.3168179607843137,-1.775735294117647,1.0612745098039216,-4.150735294117647,59.64705882352941,38.254901960784316,44.254901960784316,-30.0,-9.0,-43.0,-17.0,-15.0,-36.0,-75.0,-20.0,0.655762,-0.695801,0.293457,-19.1875,-11.4375,-44.625,57.0,35.0,42.0,41.0,12.0,34.0,22.0,12.0,30.0,63.0,18.0,0.8374020000000001,-0.44091800000000003,0.38623,3.5625,24.375,11.9375,61.0,46.0,50.0,14.28543753233327,3.81051177665153,16.527908660985588,5.730893233598227,4.4787953562467315,10.43805255670188,28.582402374366577,6.768670619906415,0.044429579177231504,0.062174524704336875,0.017214721749666224,4.905197760899084,6.4133952858947705,12.53517037473083,1.0163371372091974,3.804434976471026,2.115118315885918,10392.0,777.0,13663.0,1741.0,1008.0,5454.0,42083.0,2404.0,31.467421060658005,14.666844884952003,5.133871966298003,1363.86328125,2114.0234375,8735.18359375,181498.0,75359.0,100107.0
c,-0.8823529411764706,-1.0784313725490196,-2.6470588235294117,-0.6274509803921569,-1.0588235294117647,-2.5098039215686274,-9.235294117647058,-1.6666666666666667,0.7644473529411764,-0.5629882745098039,0.3146733137254902,-0.8026960784313726,1.0294117647058822,-3.997549019607843,59.11764705882353,40.27450980392157,44.94117647058823,-20.0,-9.0,-38.0,-13.0,-14.0,-38.0,-119.0,-22.0,0.6469729999999999,-0.7441409999999999,0.258789,-16.6875,-16.0,-34.0,57.0,36.0,44.0,27.0,7.0,41.0,13.0,13.0,37.0,85.0,19.0,0.824219,-0.48339799999999994,0.34570300000000004,5.0,21.125,9.875,60.0,49.0,50.0,9.192708107676495,3.2301277823324703,16.240472319993366,4.643105789506527,4.776658935724351,14.344856289303994,37.555605832042765,8.508035417572419,0.04385364898469616,0.0572253508784624,0.016750383756189226,3.9160002822758218,5.852034274255306,11.592676572843263,1.0324157849147693,3.6555625086848096,1.8591585699545066,4265.0,581.0,13545.0,1098.0,1198.0,10610.0,74871.0,3761.0,29.899524652820997,16.32848269817,5.064012780719,799.61328125,1766.359375,7534.5078125,178293.0,83392.0,103178.0
d,-0.8823529411764706,-0.47058823529411764,0.37254901960784315,0.0196078431372549,-0.13725490196078433,-0.43137254901960786,-1.5294117647058822,-1.2156862745098038,0.8235869215686275,-0.4675819803921569,0.31695196078431376,-0.6948529411764706,0.9828431372549019,-2.6924019607843137,61.3921568627451,34.27450980392157,42.72549019607843,-23.0,-5.0,-7.0,-5.0,-11.0,-20.0,-54.0,-15.0,0.750977,-0.559082,0.28418000000000004,-11.8125,-14.9375,-25.4375,58.0,32.0,41.0,16.0,8.0,22.0,6.0,11.0,23.0,35.0,14.0,0.8613280000000001,-0.402344,0.405762,7.875,32.5,5.3125,62.0,39.0,47.0,6.389513467623431,2.091439133003593,4.890647336759109,2.753108759772714,3.286454672397824,5.759357262614585,11.837825714507668,4.378646939364698,0.02476061305609629,0.04366235890489206,0.02050125440353422,3.295680104764596,7.70881271694299,7.1051680479912696,1.2661505656524281,2.2634348355766627,1.811942950233796,2081.0,230.0,1203.0,379.0,541.0,1668.0,7126.0,1034.0,34.623720684268996,11.245598407016999,5.144400889302001,567.69921875,3020.5546875,2893.87109375,192299.0,60168.0,93263.0
d,0.058823529411764705,-0.6274509803921569,-0.9607843137254902,-0.49019607843137253,-0.5686274509803921,-0.23529411764705882,-2.7254901960784315,-0.47058823529411764,0.7914847450980393,-0.5159601960784311,0.3268611764705882,-0.4632352941176471,-0.27818627450980393,0.12377450980392157,60.666666666666664,37.80392156862745,43.80392156862745,-9.0,-5.0,-26.0,-6.0,-9.0,-6.0,-20.0,-7.0,0.749512,-0.562012,0.306152,-14.375,-13.6875,-30.125,59.0,33.0,41.0,19.0,7.0,11.0,4.0,10.0,23.0,21.0,7.0,0.8525389999999999,-0.40380900000000003,0.400879,8.625,17.875,12.375,63.0,40.0,45.0,5.232252917074564,1.9996078046829622,4.31258986834466,2.062741370309016,2.7586583837857432,4.21705221828764,7.987686602196031,2.587299295995502,0.02400301433140691,0.04554502232912818,0.02049804097830413,3.4168968119522445,4.939118622751214,9.701300574826929,1.2110601416389972,2.2629150036458476,1.523412063010364,1369.0,220.0,977.0,225.0,397.0,892.0,3569.0,346.0,31.97766042271801,13.680678573749994,5.469758147068001,594.703125,1223.69140625,4706.54296875,187776.0,73142.0,97974.0
d,-0.9215686274509803,-1.0588235294117647,-0.8431372549019608,-0.7058823529411765,-1.1764705882352942,-0.7647058823529411,-1.6274509803921569,-0.29411764705882354,0.7311676666666665,-0.6000977058823528,0.3409926666666666,-0.8174019607843137,0.9142156862745098,-2.4583333333333335,59.07843137254902,43.254901960784316,45.35294117647059,-10.0,-9.0,-8.0,-9.0,-13.0,-20.0,-14.0,-9.0,0.645508,-0.708008,0.32568400000000003,-12.25,-4.625,-30.8125,58.0,41.0,44.0,15.0,4.0,3.0,5.0,5.0,12.0,30.0,23.0,0.7670899999999999,-0.5512699999999999,0.405762,3.375,18.0625,5.875,60.0,48.0,49.0,3.938746690280561,1.748276462186486,2.0530226401051497,2.640409950345278,3.2292778285736956,5.271008386614908,8.797637829130558,4.392239144887532,0.03320244536938004,0.039849258949342645,0.013555572140882386,2.7021936440966035,4.116980097419589,8.604901098598795,0.5601120336112042,2.4563642828774577,1.1802292897867734,819.0,210.0,247.0,374.0,592.0,1419.0,4005.0,969.0,27.320034114643,18.445378258809004,5.939263611546,399.16796875,890.1015625,4010.4296875,178019.0,95722.0,104971.0
d,-0.23529411764705882,-0.9411764705882353,-0.5098039215686274,-0.3137254901960784,-0.6470588235294118,-0.6078431372549019,0.1568627450980392,-0.29411764705882354,0.6820331960784315,-0.6653454117647061,0.33073870588235293,-0.10784313725490197,0.47058823529411764,-1.5600490196078431,57.84313725490196,47.294117647058826,47.333333333333336,-12.0,-3.0,-4.0,-7.0,-13.0,-22.0,-35.0,-6.0,0.6157229999999999,-0.75,0.322266,-4.875,-6.375,-21.75,57.0,45.0,47.0,53.0,2.0,5.0,6.0,12.0,28.0,62.0,15.0,0.720703,-0.617188,0.36377,3.8125,8.6875,7.75,58.0,51.0,49.0,8.500795810497078,1.3625236101570113,1.9836587309273523,2.8318912131537193,4.448925845242938,7.709937564915941,16.08648196346188,3.3063219301638425,0.025270153193061258,0.030671976250105863,0.008485277954891323,1.5578469934181471,2.4765573680128674,6.128965053134911,0.36729002271272404,1.9421031656125651,0.7118052168020884,3616.0,138.0,210.0,406.0,1011.0,2991.0,12940.0,551.0,23.75556234032101,22.623948871128,5.582392667103998,121.9375,317.9609375,2002.33203125,170644.0,114262.0,114288.0
d,-0.6470588235294118,-0.8823529411764706,-0.8823529411764706,-0.9607843137254902,-0.9411764705882353,-0.11764705882352941,-1.9607843137254901,-0.6862745098039216,0.6590648039215686,-0.6815353333333334,0.34592337254901956,-0.27818627450980393,0.022058823529411766,0.11764705882352941,58.0,49.07843137254902,47.705882352941174,-8.0,-4.0,-3.0,-7.0,-7.0,-17.0,-25.0,-6.0,0.6035159999999999,-0.726562,0.33007800000000004,-8.1875,-10.375,-15.25,58.0,48.0,47.0,16.0,2.0,3.0,2.0,4.0,29.0,21.0,4.0,0.682129,-0.637695,0.417969,6.1875,13.0,6.75,58.0,51.0,48.0,3.3930725274403715,1.2751009187280733,1.30609431242203,2.0392232277386944,2.053404633343194,6.28537050243987,10.78695653892,2.0346026253637977,0.011084926774714596,0.01216172320465594,0.014008915051438899,1.8745546856808004,3.2081639884006226,3.8768674342748906,0.0,0.5231878154124757,0.4601789933084225,597.0,121.0,125.0,255.0,256.0,1976.0,6014.0,231.0,22.158830984257,23.696406315236008,6.112624448505998,179.64453125,514.640625,752.2109375,171564.0,122857.0,116079.0
e,3.411764705882353,1.392156862745098,-10.196078431372548,0.21568627450980393,1.0,5.235294117647059,7.0588235294117645,1.392156862745098,0.8510646666666665,-0.4641448235294118,0.2156862352941176,-0.6825980392156863,-1.1115196078431373,-3.9387254901960786,56.98039215686274,30.862745098039216,46.6078431372549,-55.0,-12.0,-120.0,-27.0,-13.0,-27.0,-86.0,-27.0,0.702637,-0.703613,0.168457,-15.875,-15.0625,-57.0625,56.0,28.0,45.0,60.0,33.0,74.0,26.0,34.0,84.0,114.0,44.0,0.8886719999999999,-0.366699,0.276855,7.125,8.0625,9.3125,58.0,43.0,48.0,20.0531059645016,8.005194392074559,43.7990957020088,10.435159271405867,8.506468127254696,20.29343562366325,43.37022562298051,12.053345479778715,0.038414207033162444,0.061567044278479345,0.01959003464579706,4.071160828338286,3.9576728035055946,15.779800627483773,0.42380165542061604,3.4757422680235486,0.7766191182954231,20700.0,3303.0,101220.0,5447.0,3669.0,21989.0,96590.0,7363.0,37.01364697437,11.176476324726003,2.3917366297340004,852.48046875,846.16796875,13241.296875,165594.0,49182.0,110817.0
e,-3.0784313725490198,-1.803921568627451,-1.0392156862745099,-2.019607843137255,-2.6470588235294117,-1.3725490196078431,-1.6470588235294117,-2.0588235294117645,0.8376416666666667,-0.4786591960784314,0.2311102352941177,-1.7401960784313726,-0.00857843137254902,-4.484068627450981,57.529411764705884,32.372549019607845,46.745098039215684,-40.0,-19.0,-84.0,-24.0,-19.0,-41.0,-109.0,-22.0,0.7089840000000001,-0.6757810000000001,0.20459000000000002,-18.25,-6.5625,-50.3125,56.0,29.0,45.0,42.0,37.0,84.0,13.0,15.0,46.0,95.0,39.0,0.8837889999999999,-0.397461,0.337402,3.625,18.5,6.875,58.0,42.0,50.0,17.316862460913526,8.440425600271915,31.578448843674213,7.913255198913861,6.492529643865368,16.556522321204685,46.68139823501937,10.228219326365432,0.047563724849791406,0.07067184818582846,0.02650522708039924,4.711445050171371,3.1424268987083046,13.53841088312052,0.7029350233548081,4.617188687128675,1.5471669238308048,15477.0,3728.0,49915.0,3339.0,2465.0,13802.0,109096.0,5447.0,35.89693704462099,11.934571431812996,2.759135336872,1264.328125,493.74609375,10189.87890625,168816.0,54513.0,111560.0
