5,15,8,0,-3,-5,21,17,0.311035,-0.72998,0.653809,0.8125,-3.25,0.375,65,72,169
0,4,1,3,-3,-11,-1,3,0.315918,-0.724121,0.646973,-0.3125,-2.9375,2.375,65,71,169
-12,-17,-4,-1,17,1,-41,-28,0.349609,-0.749512,0.613281,5.3125,-3.3125,9.625,65,72,169
-9,-19,-7,-10,-19,-49,4,-11,0.275879,-0.751465,0.660156,7.3125,4.1875,4.4375,65,72,169
-8,-15,-6,8,31,44,28,-7,0.279297,-0.700684,0.671387,11.75,-5.625,13.5625,66,72,169
4,-3,-7,19,-44,-63,-17,1,0.324219,-0.765137,0.617188,9.75,-1.875,17.25,66,73,170
-14,-35,-12,-17,-3,45,-3,-7,0.301758,-0.716797,0.689453,4.3125,-13.9375,21,66,73,170
14,49,14,1,-5,3,-20,6,0.212891,-0.745117,0.675293,-3.5,-18.3125,9.125,65,73,170
6,-18,5,39,-11,-55,-28,-1,0.29248,-0.75,0.677246,-4.5625,-16.6875,-6.25,65,72,171
28,-23,-9,-19,-19,-66,10,-37,0.372559,-0.729004,0.624512,9.0625,-17.75,-4.375,65,71,171
-2,-16,-13,-17,14,31,-6,17,0.334473,-0.720215,0.612793,0.8125,-6.125,-0.375,65,71,171
4,-9,0,-24,-16,-20,-11,-3,0.351562,-0.722656,0.64209,4.125,2.1875,-0.4375,65,71,171
-6,-62,-20,-18,-18,-26,-4,-16,0.296875,-0.780762,0.675781,1.625,6.75,0.3125,65,71,171
2,-12,1,-8,6,9,14,4,0.30957,-0.706543,0.674805,19.8125,-3.1875,-4.0625,66,71,171
-13,-15,-14,-13,-2,-5,1,-14,0.280273,-0.776855,0.702637,14.9375,-9.125,-13.25,66,71,171
1,-1,11,17,11,-1,-7,-8,0.347656,-0.631348,0.63623,46.1875,-8.4375,-14.625,67,69,171
23,10,-4,1,11,17,20,30,0.374023,-0.645996,0.722168,20.8125,-3.6875,-10.6875,68,69,171
-3,-24,-3,1,-2,-8,1,3,0.349609,-0.596191,0.763672,48.625,-1.375,-2.0625,69,69,171
0,22,9,6,5,-2,-13,-17,0.341797,-0.622559,0.765137,35.625,-10,2.0625,70,69,171
7,-31,-17,-3,-10,10,47,62,0.381836,-0.649902,0.696777,47.6875,-22.3125,-2.8125,71,68,171
2,8,9,6,11,26,44,-27,0.36084,-0.628418,0.78125,2.5,-0.5,-16.25,71,67,171
-7,-24,-22,-6,8,38,18,-2,0.409668,-0.555176,0.758789,-8.5,-6.875,-15.125,71,67,171
-3,13,3,-7,-1,-7,1,-10,0.419434,-0.541016,0.759766,0.4375,-4.125,-12.1875,71,66,170
-7,-20,-10,-7,-5,-4,7,33,0.42627,-0.54834,0.725586,1.8125,-3.5625,-7.5,71,66,170
-9,2,8,6,-6,-7,-18,-89,0.420898,-0.553223,0.758789,2.25,2.5,-4.8125,71,65,170
-7,-9,-9,-9,-6,-12,-9,6,0.413086,-0.551758,0.757812,-0.9375,4.0625,-1.625,72,66,170
-7,0,7,3,6,25,10,-35,0.408203,-0.557617,0.758789,0.875,0.5625,-0.25,72,66,170
7,-2,-9,-4,-8,-11,-4,9,0.411621,-0.553223,0.76709,-0.9375,2.125,-0.25,72,66,170
-1,-4,-1,-4,-4,-10,2,-13,0.415527,-0.554199,0.74707,-1.375,2.5,-0.5625,72,66,170
1,-2,-1,-1,-3,6,-1,-3,0.400879,-0.556641,0.750977,0.25,2.0625,-1,72,66,170
-1,-3,-5,3,-1,4,3,20,0.401855,-0.584473,0.773926,0.8125,-1.0625,-1,71,66,170
6,-2,0,4,-1,-7,-16,3,0.401855,-0.556641,0.753906,-3.625,1,-1.3125,71,66,170
-1,-9,-9,-1,0,1,2,2,0.395996,-0.579102,0.759277,-0.75,-1.1875,-1.8125,71,66,170
-5,-9,-7,-3,-3,3,10,37,0.405762,-0.584473,0.773926,-1.0625,-2.3125,-1.75,71,66,170
-2,8,11,0,2,-2,-11,-38,0.418945,-0.556641,0.761719,-1.625,1.6875,-2.4375,71,66,169
5,-2,-1,4,0,2,12,45,0.412109,-0.550781,0.758789,-0.875,0.25,-1.9375,71,66,169
-2,1,3,3,-3,-11,2,10,0.415527,-0.557617,0.750488,-0.0625,1.0625,-2.1875,71,66,169
-6,-3,-6,-3,-2,5,-6,-34,0.416992,-0.552734,0.76123,-0.5,0.5625,-1.25,71,66,169
2,-2,2,5,0,5,-1,-18,0.418945,-0.552734,0.75,-0.875,-0.25,-1.5,71,66,169
3,0,-1,0,-3,1,7,5,0.411621,-0.552246,0.762207,0.6875,0.8125,-0.125,71,66,169
3,-19,-8,6,8,9,12,31,0.414551,-0.553223,0.755371,0.1875,0.8125,0.0625,71,66,169
1,-3,-8,-2,-2,-4,8,30,0.407715,-0.559082,0.76123,0.6875,1.0625,-0.375,71,66,169
4,0,1,4,0,-10,-1,9,0.415039,-0.553223,0.758301,-0.375,1.375,-0.6875,71,66,169
-3,-10,-1,-6,-6,-9,-14,-34,0.405273,-0.55127,0.758789,-0.3125,1,-0.25,71,66,169
-2,-4,-3,0,5,4,3,17,0.404785,-0.557617,0.760254,-0.625,0.0625,0.5625,71,66,169
-3,0,-7,1,-1,-13,-1,4,0.410645,-0.558594,0.760742,-0.8125,0.5,0.5625,71,66,169
-4,-6,-5,-7,-8,-4,-13,-31,0.403809,-0.561523,0.757812,-0.5,0.8125,0.0625,71,66,169
4,-6,-5,0,7,11,12,-21,0.405762,-0.555176,0.754395,-0.4375,0.6875,-0.4375,71,66,169
8,-1,-4,-5,-2,-1,1,-14,0.408203,-0.558105,0.759277,-1.25,0.6875,-1.625,71,66,169
-8,-8,-5,3,-1,-1,-2,-10,0.411133,-0.555664,0.754883,0.6875,0.625,-1,71,66,169
3,-2,-1,-1,-2,-5,-6,-12,0.409668,-0.555176,0.757324,-1.125,1,-1.0625,71,66,169
