Features,Range_Lower,Range_Upper,Threshold_Upper,Threshold_Lower,Weight
EMG0_mean,16.0,98.0,-1.6127450980392155,-0.29411764705882354,0.02324257660563514
EMG1_mean,14.0,112.0,-2.13235294117647,0.37745098039215685,0.013123359580052495
EMG2_mean,39.0,98.0,-1.4558823529411764,-0.24509803921568626,0.047244094488188976
EMG3_mean,24.0,121.0,-1.0539215686274512,0.08333333333333334,0.013659006909850554
EMG4_mean,19.0,116.0,-1.3431372549019607,-0.0392156862745098,0.013659006909850554
EMG5_mean,17.0,104.0,-1.7058823529411764,0.06862745098039216,0.01968503937007874
EMG6_mean,20.0,92.0,-2.892156862745098,0.1715686274509804,0.03181965268040125
EMG7_mean,8.0,104.0,-2.4215686274509807,-0.03431372549019608,0.014205698514489811
Accl0_mean,31.0,46.0,0.6915163284313728,0.7532312352941175,0.2854330708661417
Accl1_mean,41.0,74.0,-0.5718371862745099,-0.47871663725490204,0.11347846225104213
Accl2_mean,89.0,126.0,0.3717519656862745,0.5039206078431373,0.09738914214670534
Gyr0_mean,126.0,131.0,3.689644607843137,5.772977941176471,0.8267716535433071
Gyr1_mean,0.0,7.0,-8.261029411764705,-5.407781862745098,0.610236220472441
Gyr2_mean,6.0,109.0,-4.619332107843137,0.03431372549019608,0.01059963658388855
Orien0_mean,71.0,116.0,61.215686274509814,66.72549019607844,0.07360492981855529
Orien1_mean,85.0,100.0,40.509803921568626,45.50000000000001,0.2854330708661417
Orien2_mean,57.0,115.0,44.20098039215687,54.220588235294116,0.048712131322567735
EMG0_min,43.0,118.0,-20.25,-6.0,0.029009531703273934
EMG1_min,36.0,115.0,-40.25,-7.0,0.025590551181102362
EMG2_min,15.0,116.0,-61.0,-7.75,0.011579434923575731
EMG3_min,40.0,87.0,-13.25,-8.0,0.0688976377952756
EMG4_min,42.0,107.0,-16.0,-8.0,0.03937007874015748
EMG5_min,12.0,95.0,-52.0,-19.75,0.02249718785151856
EMG6_min,7.0,87.0,-111.75,-26.0,0.024788568095654714
EMG7_min,19.0,79.0,-41.0,-19.0,0.04582419000903576
Accl0_min,0.0,39.0,0.006347749999999999,0.62463375,0.09055118110236221
Accl1_min,5.0,35.0,-0.8944095,-0.73889175,0.12827025654051308
Accl2_min,12.0,128.0,0.15087899999999999,0.444336,0.005047445992327885
Gyr0_min,35.0,70.0,-14.515625,-9.1875,0.10498687664041993
Gyr1_min,1.0,12.0,-86.093875,-48.15625,0.3937007874015748
Gyr2_min,6.0,28.0,-64.53125,-38.25,0.18657993837726805
Orien0_min,58.0,90.0,59.0,61.0,0.11811023622047244
Orien1_min,66.0,90.0,35.0,38.25,0.168503937007874
Orien2_min,49.0,93.0,41.0,48.0,0.07611548556430446
EMG0_max,1.0,74.0,3.75,17.0,0.030857629282826135
EMG1_max,10.0,126.0,3.0,85.75,0.005047445992327885
EMG2_max,18.0,60.0,7.0,21.0,0.08148690715986083
EMG3_max,14.0,99.0,5.0,13.0,0.02105841420985168
EMG4_max,16.0,101.0,6.0,15.0,0.02105841420985168
EMG5_max,9.0,79.0,8.0,30.0,0.03382499722745924
EMG6_max,21.0,80.0,18.0,62.0,0.047244094488188976
EMG7_max,41.0,105.0,18.0,41.0,0.040581465778316166
Accl0_max,38.0,130.0,0.80175775,1.3033475,0.01651003302006604
Accl1_max,45.0,91.0,-0.48815925,-0.37402325,0.07120120623219969
Accl2_max,104.0,131.0,0.495239,0.866211,0.14623172103487064
Gyr0_max,127.0,131.0,54.671875,79.765625,1.0
Gyr1_max,5.0,80.0,4.4375,17.515625,0.029009531703273934
Gyr2_max,95.0,123.0,14.6875,38.453125,0.13983165897366276
Orien0_max,74.0,123.0,62.0,70.0,0.06456692913385827
Orien1_max,100.0,122.0,51.0,62.25,0.18657993837726805
Orien2_max,54.0,120.0,47.0,58.0,0.03819485250910799
EMG0_stdev,18.0,66.0,2.8586143455053654,5.023525605701784,0.0666880925598586
EMG1_stdev,17.0,79.0,2.308815930219595,12.988473767137918,0.04311961004874391
EMG2_stdev,18.0,77.0,3.4376811774978324,10.364887035321242,0.047244094488188976
EMG3_stdev,46.0,79.0,3.1646137260053013,4.111242712113392,0.11347846225104213
EMG4_stdev,36.0,95.0,3.610237261146719,4.988756657245031,0.047244094488188976
EMG5_stdev,27.0,96.0,5.5022107441174235,12.437101374061042,0.03487064116985377
EMG6_stdev,35.0,78.0,8.81673297878552,21.396440164399987,0.07874015748031496
EMG7_stdev,67.0,99.0,8.41986888009381,11.654007288016823,0.11811023622047244
Accl0_stdev,118.0,131.0,0.0618929004209174,0.19276735453782784,0.3318335208098988
Accl1_stdev,117.0,131.0,0.07136867606483291,0.14850906806843073,0.30708661417322836
Accl2_stdev,94.0,131.0,0.028078309440945887,0.1275869906539322,0.09738914214670534
Gyr0_stdev,124.0,129.0,15.13755120426157,19.531249003843836,0.8267716535433071
Gyr1_stdev,116.0,126.0,14.554803603354927,22.36235644561782,0.4330708661417323
Gyr2_stdev,112.0,125.0,13.368587363018252,19.4847386427193,0.3318335208098988
Orien0_stdev,100.0,128.0,1.0562635941246574,3.2887492599241916,0.13983165897366276
Orien1_stdev,123.0,131.0,4.948559656394902,9.631912250000017,0.5380577427821522
Orien2_stdev,94.0,125.0,1.4757479368194522,3.3790686043723133,0.12303149606299213
EMG0_energy,18.0,63.0,460.0,1318.75,0.07360492981855529
EMG1_energy,17.0,78.0,298.0,8485.25,0.0444500889001778
EMG2_energy,17.0,77.0,593.0,5473.5,0.04582419000903576
EMG3_energy,46.0,77.0,549.75,880.0,0.12303149606299213
EMG4_energy,37.0,85.0,744.25,1242.0,0.0666880925598586
EMG5_energy,29.0,92.0,1671.75,7740.0,0.041830708661417325
EMG6_energy,35.0,78.0,4017.0,23300.5,0.07874015748031496
EMG7_energy,65.0,97.0,3613.0,6811.0,0.11811023622047244
Accl0_energy,31.0,45.0,25.26881634394175,29.3440312086225,0.30708661417322836
Accl1_energy,57.0,90.0,12.433815113532752,17.473381566693007,0.11347846225104213
Accl2_energy,88.0,125.0,7.118119137497251,13.025694001521995,0.09738914214670534
Gyr0_energy,124.0,129.0,12564.4970703125,19726.9638671875,0.8267716535433071
Gyr1_energy,116.0,126.0,12719.0537109375,28340.079867250002,0.4330708661417323
Gyr2_energy,111.0,122.0,9079.6064453125,16478.3984375,0.3937007874015748
Orien0_energy,69.0,114.0,191109.0,227938.5,0.07360492981855529
Orien1_energy,82.0,99.0,86594.5,109441.0,0.24934383202099736
Orien2_energy,55.0,112.0,99725.25,150352.75,0.05023079011675264
