Features,Range_Lower,Range_Upper,Threshold_Upper,Threshold_Lower,Weight
EMG0_mean,17.0,126.0,-1.5196078431372548,1.7647058823529413,0.007874015748031496
EMG1_mean,13.0,130.0,-2.1813725490196076,2.4656862745098036,0.004671026291205126
EMG2_mean,11.0,105.0,-2.4362745098039214,0.024509803921568627,0.015333609614587653
EMG3_mean,5.0,97.0,-1.6323529411764706,-0.4509803921568628,0.01651003302006604
EMG4_mean,22.0,78.0,-1.3186274509803921,-0.6617647058823529,0.05180273518441774
EMG5_mean,13.0,69.0,-1.8970588235294117,-0.5882352941176471,0.05180273518441774
EMG6_mean,41.0,97.0,-1.3676470588235294,0.3823529411764706,0.05180273518441774
EMG7_mean,34.0,118.0,-1.284313725490196,0.6568627450980392,0.02176933765632237
Accl0_mean,8.0,27.0,0.5828019509803921,0.6839767254901962,0.2204724409448819
Accl1_mean,7.0,26.0,-0.7274313725490194,-0.6327503529411763,0.2204724409448819
Accl2_mean,93.0,125.0,0.3792221887254902,0.4693579705882353,0.11811023622047244
Gyr0_mean,57.0,118.0,-0.16237745098039214,1.6692708333333333,0.0444500889001778
Gyr1_mean,17.0,103.0,-1.7261029411764706,0.6393995098039216,0.020363833831115938
Gyr2_mean,13.0,91.0,-3.9846813725490198,-0.5842524509803921,0.026412837635801854
Orien0_mean,29.0,77.0,58.81372549019608,61.6764705882353,0.0666880925598586
Orien1_mean,104.0,122.0,47.01470588235294,54.088235294117645,0.23414836303356817
Orien2_mean,60.0,71.0,44.48529411764706,46.254901960784316,0.3937007874015748
EMG0_min,26.0,115.0,-31.5,-7.0,0.018372703412073487
EMG1_min,2.0,52.0,-83.75,-30.0,0.06252894858730894
EMG2_min,79.0,106.0,-19.25,-10.0,0.14623172103487064
EMG3_min,30.0,103.0,-15.0,-7.0,0.030857629282826135
EMG4_min,20.0,114.0,-20.0,-7.0,0.015333609614587653
EMG5_min,39.0,118.0,-35.0,-13.0,0.025590551181102362
EMG6_min,88.0,118.0,-26.0,-14.75,0.12827025654051308
EMG7_min,32.0,104.0,-32.25,-13.0,0.03181965268040125
Accl0_min,9.0,33.0,0.40856925,0.6054685000000001,0.168503937007874
Accl1_min,7.0,42.0,-0.8837889999999999,-0.722046,0.10498687664041993
Accl2_min,1.0,126.0,0.0048828,0.43579100000000004,0.0018747656542932136
Gyr0_min,46.0,131.0,-13.578125,-1.546875,0.02105841420985168
Gyr1_min,36.0,125.0,-22.515625,-3.40625,0.018372703412073487
Gyr2_min,12.0,116.0,-51.609375,-10.09375,0.01012373453318335
Orien0_min,20.0,78.0,56.75,60.0,0.048712131322567735
Orien1_min,111.0,125.0,46.75,52.5,0.30708661417322836
Orien2_min,66.0,84.0,44.0,46.0,0.23414836303356817
EMG0_max,32.0,125.0,9.0,69.0,0.015915563746021107
EMG1_max,77.0,121.0,37.0,77.25,0.07611548556430446
EMG2_max,23.0,72.0,9.0,25.0,0.06456692913385827
EMG3_max,5.0,67.0,4.0,8.0,0.04311961004874391
EMG4_max,17.0,74.0,6.0,11.0,0.05023079011675264
EMG5_max,6.0,39.0,8.0,19.25,0.11347846225104213
EMG6_max,5.0,84.0,7.0,64.25,0.025590551181102362
EMG7_max,43.0,109.0,18.0,43.0,0.03819485250910799
Accl0_max,7.0,129.0,0.6246335000000001,1.19519,0.0028807374687920134
Accl1_max,8.0,28.0,-0.6503909999999999,-0.5531007499999999,0.20809898762654666
Accl2_max,70.0,128.0,0.40686075,0.6770017500000001,0.048712131322567735
Gyr0_max,19.0,115.0,4.125,23.4375,0.014205698514489811
Gyr1_max,7.0,53.0,4.5625,11.390625,0.07120120623219969
Gyr2_max,6.0,45.0,3.1875,7.640625,0.09055118110236221
Orien0_max,30.0,84.0,60.0,63.0,0.05511811023622047
Orien1_max,95.0,124.0,49.0,64.25,0.13385826771653545
Orien2_max,49.0,66.0,46.0,48.25,0.24934383202099736
EMG0_stdev,14.0,106.0,2.7214054307443276,13.110900834815318,0.01651003302006604
EMG1_stdev,88.0,123.0,13.799156103829805,22.66524349356907,0.10498687664041993
EMG2_stdev,29.0,60.0,4.469591666229533,7.036958323022608,0.12303149606299213
EMG3_stdev,10.0,66.0,2.420060479313059,3.725587202039432,0.05180273518441774
EMG4_stdev,6.0,98.0,2.7210110657609787,5.278652373530044,0.01651003302006604
EMG5_stdev,13.0,42.0,4.388253673341666,7.077310010728359,0.13385826771653545
EMG6_stdev,8.0,61.0,4.310417597213084,13.984588587080694,0.0568678915135608
EMG7_stdev,30.0,83.0,4.8654412514749135,9.675867262181741,0.0568678915135608
Accl0_stdev,46.0,122.0,0.016998825709994735,0.0829323641764774,0.028121484814398197
Accl1_stdev,30.0,107.0,0.021344962985399132,0.05555488193065682,0.027256208358570563
Accl2_stdev,11.0,123.0,0.010995425547091452,0.06585125328787736,0.0066197477527698435
Gyr0_stdev,9.0,91.0,1.881013202221911,4.187203060890043,0.02324257660563514
Gyr1_stdev,2.0,41.0,1.941370113567217,4.039052440643708,0.09055118110236221
Gyr2_stdev,16.0,113.0,3.067023903139954,13.507529983429492,0.013659006909850554
Orien0_stdev,32.0,97.0,0.34754037711536473,0.9996594669238609,0.03937007874015748
Orien1_stdev,4.0,113.0,0.379869445573611,3.8011087441177565,0.007874015748031496
Orien2_stdev,13.0,79.0,0.4009791936316523,1.0238947732287167,0.03819485250910799
EMG0_energy,13.0,105.0,397.75,8776.0,0.01651003302006604
EMG1_energy,86.0,123.0,9701.5,25871.25,0.09738914214670534
EMG2_energy,29.0,55.0,1092.5,2472.75,0.15310586176727908
