Features,Range_Lower,Range_Upper,Threshold_Upper,Threshold_Lower,Weight
EMG4_energy,7.0,78.0,407.5,1200.75,0.032808398950131226
EMG5_energy,58.0,108.0,3836.75,10619.0,0.06252894858730894
EMG6_energy,86.0,120.0,30583.5,75219.5,0.10911136107986502
EMG7_energy,26.0,68.0,1174.5,3784.5,0.08148690715986083
Accl0_energy,46.0,89.0,29.7143601714215,35.30658019636549,0.07874015748031496
Accl1_energy,60.0,84.0,12.636847689999005,16.350723901489502,0.168503937007874
Accl2_energy,9.0,75.0,2.9160087002672497,5.84593662314675,0.03819485250910799
Gyr0_energy,64.0,113.0,586.5703125,2443.02734375,0.06456692913385827
Gyr1_energy,70.0,93.0,1553.29296875,2872.32421875,0.17716535433070865
Gyr2_energy,46.0,110.0,1332.5390625,8871.6396484375,0.040581465778316166
Orien0_energy,14.0,52.0,167330.5,185021.75,0.09388249545729861
Orien1_energy,42.0,81.0,57199.25,84459.5,0.09055118110236221
Orien2_energy,51.0,98.0,98166.0,129034.25,0.0688976377952756
