Features,Range_Lower,Range_Upper,Threshold_Upper,Threshold_Lower,Weight
EMG6_stdev,7.0,42.0,4.097041461665762,10.051305801028533,0.10498687664041993
EMG7_stdev,51.0,126.0,6.844066219926171,21.649738540511457,0.029009531703273934
Accl0_stdev,20.0,100.0,0.013304650516846943,0.03782074671782109,0.024788568095654714
Accl1_stdev,18.0,57.0,0.017314209330466405,0.028722340069583012,0.09055118110236221
Accl2_stdev,14.0,122.0,0.012416914897452783,0.05959993461561975,0.008307447807556167
Gyr0_stdev,19.0,92.0,2.1802479562650436,4.3160913339015305,0.030857629282826135
Gyr1_stdev,40.0,124.0,3.996385686287126,17.404547262996886,0.02176933765632237
Gyr2_stdev,12.0,106.0,2.9166295020092847,12.035770017064635,0.015333609614587653
Orien0_stdev,0.0,88.0,0.0,0.7712977500884213,0.01902149871715474
Orien1_stdev,18.0,64.0,0.6122883450983783,1.531495726157845,0.07120120623219969
Orien2_stdev,12.0,91.0,0.3925569009019202,1.3521892104884143,0.025590551181102362
EMG0_energy,45.0,111.0,962.25,13048.5,0.03819485250910799
EMG1_energy,68.0,129.0,4700.25,39821.25,0.0444500889001778
EMG2_energy,9.0,36.0,289.75,1376.25,0.14623172103487064
EMG3_energy,2.0,43.0,217.0,526.25,0.0843644544431946
EMG4_energy,10.0,62.0,434.0,956.25,0.05868370227306492
EMG5_energy,15.0,50.0,1085.75,2948.25,0.10498687664041993
EMG6_energy,7.0,41.0,967.25,5106.5,0.10911136107986502
EMG7_energy,52.0,126.0,2570.25,23699.0,0.02992125984251969
Accl0_energy,33.0,39.0,26.340278860622,27.926131969197,0.703037120359955
Accl1_energy,94.0,101.0,18.51073837859775,19.98014273992175,0.610236220472441
Accl2_energy,44.0,59.0,4.854926985112,5.168480931100251,0.2854330708661417
Gyr0_energy,17.0,90.0,245.0048828125,944.2890625,0.030857629282826135
Gyr1_energy,43.0,122.0,892.9599609375,14669.7001953125,0.025590551181102362
Gyr2_energy,13.0,103.0,469.322265625,7157.7568359375,0.01773816734446656
Orien0_energy,17.0,23.0,170989.0,172395.0,0.703037120359955
Orien1_energy,87.0,93.0,89420.5,97374.25,0.703037120359955
Orien2_energy,89.0,109.0,124934.75,137088.0,0.20809898762654666
