Features,Range_Lower,Range_Upper,Threshold_Upper,Threshold_Lower,Weight
EMG0_mean,65.0,120.0,-0.7303921568627451,0.7205882352941176,0.05343082114735659
EMG1_mean,0.0,127.0,-3.392156862745098,1.9754901960784317,0.0012303149606299212
EMG2_mean,51.0,118.0,-1.196078431372549,0.6568627450980392,0.03705419175544233
EMG3_mean,46.0,114.0,-0.9215686274509804,-0.05882352941176471,0.0359465936323177
EMG4_mean,33.0,115.0,-1.1813725490196079,-0.05392156862745098,0.02324257660563514
EMG5_mean,38.0,122.0,-1.176470588235294,1.093137254901961,0.02176933765632237
EMG6_mean,37.0,103.0,-1.6127450980392155,0.9558823529411764,0.03819485250910799
EMG7_mean,13.0,117.0,-2.120098039215686,0.6176470588235294,0.01012373453318335
Accl0_mean,35.0,41.0,0.7214379843137257,0.7396408431372549,0.703037120359955
Accl1_mean,29.0,34.0,-0.6251651911764704,-0.60195025,0.8267716535433071
Accl2_mean,49.0,62.0,0.30843099999999996,0.3177681764705882,0.3318335208098988
Gyr0_mean,68.0,103.0,0.14307598039215685,0.8428308823529412,0.10498687664041993
Gyr1_mean,27.0,84.0,-1.3679534313725492,0.0024509803921568627,0.05023079011675264
Gyr2_mean,46.0,106.0,-1.806066176470588,-0.10049019607843138,0.04582419000903576
Orien0_mean,18.0,24.0,57.90196078431373,58.13725490196079,0.703037120359955
Orien1_mean,90.0,96.0,41.84803921568627,43.67156862745099,0.703037120359955
Orien2_mean,92.0,111.0,49.48529411764707,51.84313725490196,0.2204724409448819
EMG0_min,21.0,86.0,-38.25,-10.0,0.03937007874015748
EMG1_min,16.0,85.0,-57.25,-16.0,0.03487064116985377
EMG2_min,110.0,122.0,-9.0,-6.0,0.3603876438522108
EMG3_min,72.0,126.0,-10.0,-5.75,0.05511811023622047
EMG4_min,34.0,117.0,-18.25,-7.0,0.02249718785151856
EMG5_min,72.0,117.0,-25.0,-13.0,0.07360492981855529
EMG6_min,106.0,129.0,-18.0,-8.75,0.17716535433070865
EMG7_min,2.0,96.0,-68.25,-15.0,0.015333609614587653
Accl0_min,46.0,63.0,0.65307625,0.704224,0.24934383202099736
Accl1_min,28.0,63.0,-0.75683575,-0.64831525,0.10498687664041993
Accl2_min,7.0,78.0,0.094116225,0.28186025,0.032808398950131226
Gyr0_min,16.0,99.0,-20.59375,-5.484375,0.02249718785151856
Gyr1_min,14.0,99.0,-38.96875,-10.90625,0.02105841420985168
Gyr2_min,31.0,115.0,-37.15625,-10.46875,0.02176933765632237
Orien0_min,12.0,38.0,56.0,58.0,0.15310586176727908
Orien1_min,78.0,103.0,36.0,42.25,0.16050878255602663
Orien2_min,94.0,114.0,48.0,51.25,0.20809898762654666
EMG0_max,27.0,116.0,9.0,56.75,0.018372703412073487
EMG1_max,68.0,130.0,30.5,105.0,0.04311961004874391
EMG2_max,1.0,55.0,2.75,18.0,0.05511811023622047
EMG3_max,7.0,77.0,4.0,9.25,0.03382499722745924
EMG4_max,20.0,67.0,6.0,10.25,0.0688976377952756
EMG5_max,17.0,76.0,11.75,29.0,0.047244094488188976
EMG6_max,14.0,58.0,13.0,38.0,0.07611548556430446
EMG7_max,55.0,130.0,20.0,84.5,0.029009531703273934
Accl0_max,27.0,104.0,0.75024425,0.897095,0.027256208358570563
Accl1_max,26.0,42.0,-0.5637205000000001,-0.49389649999999996,0.26632700324224173
Accl2_max,25.0,102.0,0.34350575,0.48388699999999996,0.027256208358570563
Gyr0_max,41.0,83.0,6.65625,11.0,0.08148690715986083
Gyr1_max,34.0,126.0,8.046875,85.734375,0.01651003302006604
Gyr2_max,15.0,125.0,4.65625,48.390625,0.007448393275164926
Orien0_max,17.0,25.0,58.0,59.0,0.5380577427821522
Orien1_max,81.0,92.0,43.0,48.0,0.3937007874015748
Orien2_max,85.0,110.0,50.75,54.0,0.16050878255602663
EMG0_stdev,50.0,111.0,4.324528647173404,16.062163191329173,0.0444500889001778
EMG1_stdev,69.0,129.0,9.660590817433242,28.025074023652483,0.04582419000903576
EMG2_stdev,9.0,36.0,2.157586383553962,5.208531736635198,0.14623172103487064
EMG3_stdev,3.0,44.0,1.9696522822432287,3.1046451501241767,0.0843644544431946
EMG4_stdev,10.0,62.0,2.8676011086416775,4.215382475218117,0.05868370227306492
EMG5_stdev,15.0,51.0,4.619986590049344,7.6720086381557415,0.10108533730580975
