Features,Range_Lower,Range_Upper,Threshold_Upper,Threshold_Lower,Weight
EMG0_mean,9.0,85.0,-2.3186274509803924,-0.4901960784313725,0.028121484814398197
EMG1_mean,7.0,123.0,-2.6274509803921564,1.5196078431372548,0.005047445992327885
EMG2_mean,40.0,102.0,-1.4362745098039218,-0.09313725490196079,0.04311961004874391
EMG3_mean,33.0,100.0,-0.9852941176470589,-0.4117647058823529,0.03705419175544233
EMG4_mean,1.0,131.0,-2.4411764705882355,1.6617647058823528,0.00030053495221494224
EMG5_mean,46.0,129.0,-1.0147058823529411,4.249999999999999,0.02249718785151856
EMG6_mean,32.0,86.0,-1.7647058823529411,-0.029411764705882353,0.05511811023622047
EMG7_mean,6.0,103.0,-2.5049019607843137,-0.0392156862745098,0.013659006909850554
Accl0_mean,111.0,131.0,0.8489894509803924,0.9186077745098041,0.20809898762654666
Accl1_mean,120.0,131.0,-0.3441640931372549,-0.2664124607843137,0.3937007874015748
Accl2_mean,11.0,111.0,0.2384248725490196,0.4074731078431372,0.01208388555390972
Gyr0_mean,51.0,114.0,-0.32015931372549017,1.2441789215686274,0.041830708661417325
Gyr1_mean,15.0,127.0,-1.865808823529412,2.299019607843137,0.0066197477527698435
Gyr2_mean,24.0,122.0,-2.860906862745098,0.48743872549019607,0.013123359580052495
Orien0_mean,108.0,130.0,65.20098039215688,70.22303921568628,0.18657993837726805
Orien1_mean,0.0,17.0,19.509803921568626,30.553921568627455,0.24934383202099736
Orien2_mean,3.0,34.0,28.96078431372549,39.975490196078425,0.12303149606299213
EMG0_min,29.0,125.0,-30.0,-6.0,0.014205698514489811
EMG1_min,7.0,64.0,-72.25,-22.75,0.05023079011675264
EMG2_min,56.0,92.0,-26.25,-14.75,0.10108533730580975
EMG3_min,33.0,104.0,-15.0,-7.0,0.032808398950131226
EMG4_min,5.0,74.0,-28.25,-12.0,0.03487064116985377
EMG5_min,8.0,101.0,-57.0,-18.0,0.015915563746021107
EMG6_min,66.0,124.0,-40.0,-11.0,0.048712131322567735
EMG7_min,23.0,47.0,-38.0,-25.75,0.168503937007874
Accl0_min,99.0,131.0,0.7730715,0.892456,0.11811023622047244
Accl1_min,117.0,131.0,-0.44323725,-0.31604025,0.30708661417322836
Accl2_min,8.0,116.0,0.100463825,0.36645525,0.008307447807556167
Gyr0_min,14.0,109.0,-21.046875,-4.734375,0.014763779527559055
Gyr1_min,40.0,115.0,-21.46875,-7.609375,0.029009531703273934
Gyr2_min,43.0,129.0,-33.484375,-3.53125,0.020363833831115938
Orien0_min,83.0,131.0,60.75,69.5,0.0666880925598586
Orien1_min,0.0,29.0,14.25,30.0,0.13385826771653545
Orien2_min,4.0,38.0,26.0,39.0,0.10911136107986502
EMG0_max,15.0,97.0,6.75,35.25,0.02324257660563514
EMG1_max,84.0,116.0,41.75,68.0,0.11811023622047244
EMG2_max,42.0,74.0,15.0,26.25,0.11811023622047244
EMG3_max,34.0,103.0,6.0,13.25,0.03487064116985377
EMG4_max,62.0,126.0,10.0,26.0,0.040581465778316166
EMG5_max,73.0,128.0,28.75,66.75,0.05343082114735659
EMG6_max,16.0,50.0,13.75,31.0,0.10911136107986502
EMG7_max,77.0,108.0,25.0,42.25,0.12303149606299213
Accl0_max,92.0,128.0,0.879395,1.013549,0.10108533730580975
Accl1_max,119.0,129.0,-0.282715,-0.18066425,0.4330708661417323
Accl2_max,10.0,113.0,0.30529775000000003,0.54894975,0.01059963658388855
Gyr0_max,11.0,110.0,3.0625,17.03125,0.01259842519685039
Gyr1_max,29.0,120.0,7.28125,46.875,0.017117425539198903
Gyr2_max,57.0,108.0,8.5,23.359375,0.06056935190793458
Orien0_max,103.0,131.0,66.0,72.75,0.13983165897366276
Orien1_max,0.0,22.0,20.75,35.0,0.18657993837726805
Orien2_max,0.0,43.0,31.0,45.0,0.07874015748031496
EMG0_stdev,19.0,101.0,2.8916617690836572,11.087227029242616,0.02324257660563514
EMG1_stdev,89.0,119.0,14.357675780915221,21.96610022584061,0.12827025654051308
EMG2_stdev,45.0,76.0,5.962699869271251,10.28881988878658,0.12303149606299213
EMG3_stdev,53.0,102.0,3.2819220595446836,5.17960658546959,0.06456692913385827
EMG4_stdev,89.0,130.0,4.8914214249377235,10.475794617126066,0.0843644544431946
EMG5_stdev,65.0,130.0,9.226115320454445,22.465823393067147,0.03937007874015748
EMG6_stdev,12.0,41.0,5.1101088314370795,9.947430641858958,0.13385826771653545
EMG7_stdev,98.0,115.0,11.58724728397534,15.176954425874493,0.24934383202099736
Accl0_stdev,7.0,81.0,0.008349542998154585,0.027752089383613145,0.02992125984251969
Accl1_stdev,13.0,90.0,0.016044006762334362,0.04429632935915825,0.027256208358570563
Accl2_stdev,3.0,116.0,0.008960914197142414,0.044660263961669736,0.00621632822213013
Gyr0_stdev,5.0,106.0,1.813726714845853,5.334237784978366,0.011579434923575731
Gyr1_stdev,3.0,111.0,2.1946412764653918,10.79915994898578,0.008307447807556167
Gyr2_stdev,14.0,95.0,3.001105248883303,10.06848454708687,0.024006145573266757
Orien0_stdev,38.0,117.0,0.3811148410821665,1.690544147328085,0.025590551181102362
Orien1_stdev,11.0,97.0,0.5126983075496645,2.4783428735279984,0.020363833831115938
Orien2_stdev,31.0,112.0,0.503707633222974,2.0580228287569913,0.024006145573266757
EMG0_energy,17.0,100.0,454.75,6400.75,0.02249718785151856
EMG1_energy,88.0,119.0,10465.0,24480.0,0.12303149606299213
EMG2_energy,42.0,75.0,1770.75,5303.5,0.11347846225104213
EMG3_energy,49.0,102.0,563.5,1365.75,0.0568678915135608
EMG4_energy,80.0,130.0,1211.25,5614.25,0.06252894858730894
EMG5_energy,61.0,129.0,4218.75,25276.0,0.0359465936323177
EMG6_energy,11.0,40.0,1278.0,4964.75,0.13385826771653545
EMG7_energy,99.0,114.0,7015.0,11532.5,0.2854330708661417
Accl0_energy,106.0,127.0,36.792480156563,44.19845632056149,0.1968503937007874
Accl1_energy,0.0,10.0,3.5037557697375004,6.0610514459152505,0.4330708661417323
Accl2_energy,10.0,109.0,2.9753130715514997,8.582849349498874,0.01259842519685039
Gyr0_energy,6.0,104.0,176.0712890625,1497.509765625,0.013123359580052495
Gyr1_energy,3.0,110.0,252.734375,5963.787109375,0.00874890638670166
Gyr2_energy,12.0,93.0,463.6455078125,5445.814453125,0.024006145573266757
Orien0_energy,105.0,127.0,216987.75,260162.25,0.18657993837726805
Orien1_energy,0.0,17.0,19422.0,47907.75,0.24934383202099736
Orien2_energy,3.0,33.0,43040.5,81688.25,0.12827025654051308
