Features,Range_Lower,Range_Upper,Threshold_Upper,Threshold_Lower,Weight
EMG0_mean,24.0,127.0,-1.3553921568627452,2.0098039215686274,0.01059963658388855
EMG1_mean,31.0,98.0,-1.4534313725490196,-0.21078431372549022,0.03705419175544233
EMG2_mean,16.0,116.0,-2.1715686274509802,0.5833333333333333,0.01208388555390972
EMG3_mean,9.0,71.0,-1.3137254901960784,-0.7058823529411765,0.04311961004874391
EMG4_mean,11.0,113.0,-1.593137254901961,-0.12254901960784315,0.011084779451112298
EMG5_mean,33.0,97.0,-1.3259803921568627,-0.08823529411764706,0.040581465778316166
EMG6_mean,25.0,123.0,-2.676470588235294,3.151960784313726,0.013123359580052495
EMG7_mean,7.0,116.0,-2.455882352941177,0.6078431372549019,0.007874015748031496
Accl0_mean,75.0,105.0,0.818220524509804,0.8444884289215685,0.12827025654051308
Accl1_mean,110.0,122.0,-0.41039086274509806,-0.33130966421568614,0.3603876438522108
Accl2_mean,97.0,114.0,0.3844137156862746,0.4182368284313724,0.24934383202099736
Gyr0_mean,10.0,108.0,-1.4347426470588236,0.981924019607843,0.013123359580052495
Gyr1_mean,60.0,124.0,-0.5955882352941176,1.7576593137254903,0.040581465778316166
Gyr2_mean,34.0,84.0,-2.353707107843137,-0.8057598039215687,0.06252894858730894
Orien0_mean,118.0,131.0,66.93137254901961,70.27696078431372,0.3318335208098988
Orien1_mean,24.0,50.0,31.33333333333333,33.85294117647059,0.15310586176727908
Orien2_mean,11.0,16.0,32.65196078431372,33.33333333333333,0.8267716535433071
EMG0_min,13.0,42.0,-43.25,-20.75,0.13385826771653545
EMG1_min,63.0,114.0,-23.25,-7.0,0.06056935190793458
EMG2_min,28.0,96.0,-38.0,-13.0,0.0359465936323177
EMG3_min,0.0,32.0,-34.25,-15.0,0.11811023622047244
EMG4_min,6.0,61.0,-27.25,-14.0,0.05343082114735659
EMG5_min,2.0,80.0,-75.5,-23.0,0.026412837635801854
EMG6_min,44.0,86.0,-64.75,-26.75,0.08148690715986083
EMG7_min,35.0,99.0,-31.25,-14.0,0.040581465778316166
Accl0_min,64.0,118.0,0.704468,0.8153075,0.05511811023622047
Accl1_min,109.0,123.0,-0.497681,-0.42517125,0.30708661417322836
Accl2_min,75.0,120.0,0.279663,0.373535,0.07360492981855529
Gyr0_min,5.0,101.0,-44.25,-5.234375,0.014205698514489811
Gyr1_min,16.0,127.0,-33.96875,-3.0625,0.007030371203599553
Gyr2_min,20.0,100.0,-45.640625,-12.875,0.024788568095654714
Orien0_min,123.0,129.0,65.75,67.25,0.703037120359955
Orien1_min,20.0,43.0,28.75,31.25,0.17716535433070865
Orien2_min,5.0,17.0,26.0,32.0,0.3603876438522108
EMG0_max,90.0,128.0,24.0,79.25,0.09388249545729861
EMG1_max,16.0,56.0,6.75,22.0,0.087382369886691
EMG2_max,45.0,126.0,15.0,77.5,0.024006145573266757
EMG3_max,112.0,130.0,16.0,36.25,0.23414836303356817
EMG4_max,53.0,128.0,10.0,26.25,0.029009531703273934
EMG5_max,85.0,106.0,32.0,40.0,0.1968503937007874
EMG6_max,29.0,106.0,21.0,82.5,0.027256208358570563
EMG7_max,33.0,93.0,15.0,32.25,0.04582419000903576
Accl0_max,77.0,120.0,0.8616940000000001,0.926392,0.07874015748031496
Accl1_max,104.0,124.0,-0.332642,-0.25415025,0.20809898762654666
Accl2_max,79.0,123.0,0.417358,0.60986325,0.07611548556430446
Gyr0_max,38.0,109.0,6.25,16.6875,0.032808398950131226
Gyr1_max,28.0,125.0,7.1875,71.59375,0.013659006909850554
Gyr2_max,32.0,118.0,6.6875,30.390625,0.020363833831115938
Orien0_max,111.0,130.0,68.0,72.25,0.2204724409448819
Orien1_max,13.0,41.0,32.0,38.0,0.13983165897366276
Orien2_max,6.0,16.0,33.0,37.0,0.4330708661417323
EMG0_stdev,96.0,123.0,10.136453774039685,20.99851770333401,0.14623172103487064
EMG1_stdev,18.0,48.0,2.693765576458054,5.823611080297205,0.12827025654051308
EMG2_stdev,46.0,108.0,6.096673048162162,15.464379413866824,0.04311961004874391
EMG3_stdev,120.0,131.0,6.91089241893898,10.6103538038624,0.3937007874015748
EMG4_stdev,80.0,127.0,4.6540246860774666,7.909060633563888,0.0688976377952756
EMG5_stdev,82.0,113.0,11.014585568727416,14.602083412603847,0.12303149606299213
EMG6_stdev,52.0,67.0,11.771972436698107,18.078231909281765,0.2854330708661417
EMG7_stdev,43.0,87.0,6.181461567842217,9.817098945253697,0.07611548556430446
Accl0_stdev,9.0,92.0,0.010033645897300523,0.03307308921214155,0.02249718785151856
Accl1_stdev,20.0,94.0,0.017895214674723624,0.044762570375693846,0.02992125984251969
Accl2_stdev,8.0,121.0,0.010054335153440591,0.05396534057140272,0.00621632822213013
Gyr0_stdev,7.0,121.0,1.8667415412430404,11.661717569325354,0.005819924683327625
Gyr1_stdev,1.0,122.0,1.9102352024225981,16.49865106485423,0.0032270556344391396
Gyr2_stdev,21.0,108.0,3.5391484488256353,12.439025922427861,0.01968503937007874
Orien0_stdev,29.0,114.0,0.34584226987822886,1.5478821927469844,0.02105841420985168
Orien1_stdev,8.0,75.0,0.4742272586529439,1.8187372852127681,0.03705419175544233
Orien2_stdev,1.0,118.0,0.1050210063021007,2.377655405490828,0.004671026291205126
EMG0_energy,108.0,122.0,10565.25,21945.5,0.30708661417322836
EMG1_energy,18.0,47.0,375.75,1701.25,0.13385826771653545
EMG2_energy,43.0,107.0,1872.0,12102.25,0.040581465778316166
EMG3_energy,120.0,131.0,2427.75,8097.75,0.3937007874015748
EMG4_energy,102.0,127.0,1576.5,3150.5,0.16050878255602663
EMG5_energy,86.0,114.0,7037.25,12516.0,0.13983165897366276
EMG6_energy,53.0,91.0,7303.0,33041.75,0.09388249545729861
EMG7_energy,51.0,85.0,2492.0,4919.5,0.10911136107986502
Accl0_energy,74.0,130.0,34.18796968159976,72.52098886671502,0.05180273518441774
Accl1_energy,9.0,51.0,5.771744405872501,11.561571773704996,0.08148690715986083
Accl2_energy,92.0,131.0,7.5307372635812495,17.6503596005785,0.09055118110236221
Gyr0_energy,5.0,121.0,169.2568359375,6919.3857421875,0.005047445992327885
Gyr1_energy,1.0,118.0,190.3232421875,13728.9150390625,0.004671026291205126
Gyr2_energy,21.0,108.0,661.5615234375,7992.8681640625,0.01968503937007874
Orien0_energy,115.0,131.0,228609.5,476525.5,0.26632700324224173
Orien1_energy,23.0,96.0,49898.75,103127.5,0.030857629282826135
Orien2_energy,12.0,70.0,54682.75,110414.25,0.048712131322567735
