Features,Range_Lower,Range_Upper,Threshold_Upper,Threshold_Lower,Weight
EMG0_mean,12.0,54.0,-1.8627450980392157,-0.8504901960784313,0.08148690715986083
EMG1_mean,5.0,121.0,-2.9019607843137254,1.392156862745098,0.005047445992327885
EMG2_mean,8.0,127.0,-2.678921568627451,1.6176470588235292,0.003937007874015748
EMG3_mean,8.0,96.0,-1.3774509803921569,-0.4656862745098039,0.01902149871715474
EMG4_mean,13.0,104.0,-1.5392156862745097,-0.3088235294117647,0.017117425539198903
EMG5_mean,1.0,115.0,-3.161764705882353,0.5686274509803921,0.005819924683327625
EMG6_mean,11.0,118.0,-4.392156862745098,2.5710784313725488,0.00874890638670166
EMG7_mean,29.0,62.0,-1.4558823529411764,-0.6862745098039216,0.11347846225104213
Accl0_mean,91.0,112.0,0.8318098725490194,0.8510143872549017,0.1968503937007874
Accl1_mean,90.0,109.0,-0.4528162573529412,-0.4157427843137256,0.2204724409448819
Accl2_mean,41.0,54.0,0.30188463235294105,0.3130026470588235,0.3318335208098988
Gyr0_mean,77.0,104.0,0.3688725490196079,0.8802083333333333,0.14623172103487064
Gyr1_mean,10.0,33.0,-2.7588848039215685,-1.112438725490196,0.17716535433070865
Gyr2_mean,32.0,86.0,-2.3955269607843137,-0.7567401960784313,0.05511811023622047
Orien0_mean,81.0,86.0,62.07352941176471,62.529411764705884,0.8267716535433071
Orien1_mean,18.0,39.0,30.602941176470594,33.05392156862745,0.1968503937007874
Orien2_mean,45.0,59.0,42.36274509803923,44.47549019607843,0.30708661417322836
EMG0_min,25.0,95.0,-33.0,-9.0,0.03382499722745924
EMG1_min,35.0,78.0,-41.25,-17.0,0.07874015748031496
EMG2_min,32.0,70.0,-37.25,-22.75,0.09388249545729861
EMG3_min,16.0,95.0,-18.0,-7.0,0.025590551181102362
EMG4_min,1.0,124.0,-38.0,-6.75,0.002540005080010158
EMG5_min,1.0,61.0,-78.25,-28.0,0.04582419000903576
EMG6_min,3.0,54.0,-122.75,-51.0,0.06056935190793458
EMG7_min,29.0,113.0,-34.0,-10.0,0.02176933765632237
Accl0_min,75.0,93.0,0.7390135,0.763916,0.23414836303356817
Accl1_min,81.0,94.0,-0.59741225,-0.5489505,0.3318335208098988
Accl2_min,23.0,68.0,0.203369,0.27185025,0.07360492981855529
Gyr0_min,52.0,117.0,-12.203125,-4.078125,0.03937007874015748
Gyr1_min,21.0,37.0,-28.578125,-22.15625,0.26632700324224173
Gyr2_min,17.0,74.0,-46.84375,-21.84375,0.05023079011675264
Orien0_min,86.0,102.0,61.0,62.0,0.26632700324224173
Orien1_min,17.0,34.0,28.0,30.0,0.24934383202099736
Orien2_min,40.0,58.0,39.75,43.0,0.23414836303356817
EMG0_max,3.0,82.0,4.75,20.0,0.025590551181102362
EMG1_max,35.0,109.0,13.75,62.25,0.02992125984251969
EMG2_max,31.0,100.0,12.0,40.0,0.03487064116985377
EMG3_max,33.0,101.0,6.0,13.0,0.0359465936323177
EMG4_max,46.0,124.0,9.0,24.0,0.026412837635801854
EMG5_max,51.0,130.0,23.0,77.25,0.025590551181102362
EMG6_max,74.0,105.0,57.25,79.75,0.12303149606299213
EMG7_max,9.0,51.0,7.0,20.0,0.08148690715986083
Accl0_max,82.0,116.0,0.867188,0.9182130000000001,0.10911136107986502
Accl1_max,84.0,107.0,-0.39379850000000005,-0.32446325000000004,0.17716535433070865
Accl2_max,56.0,97.0,0.38208,0.46154775,0.0843644544431946
Gyr0_max,80.0,111.0,10.25,17.515625,0.12303149606299213
Gyr1_max,31.0,109.0,7.828125,29.375,0.026412837635801854
Gyr2_max,43.0,103.0,7.359375,19.25,0.04582419000903576
Orien0_max,76.0,92.0,63.0,64.0,0.26632700324224173
Orien1_max,35.0,64.0,37.0,40.25,0.13385826771653545
Orien2_max,29.0,46.0,42.75,45.0,0.24934383202099736
EMG0_stdev,34.0,91.0,3.6677502839708946,8.157136013459896,0.05023079011675264
EMG1_stdev,58.0,93.0,7.85446621340896,14.946142435211119,0.10498687664041993
EMG2_stdev,54.0,99.0,6.714531199482554,12.603408300077703,0.07360492981855529
EMG3_stdev,25.0,84.0,2.7377268269525064,4.26181858530154,0.047244094488188976
EMG4_stdev,58.0,118.0,4.155883827108806,6.465956088994544,0.04582419000903576
EMG5_stdev,97.0,118.0,12.502577004967483,16.103351933604046,0.1968503937007874
EMG6_stdev,80.0,116.0,21.531472762298836,36.03481437538283,0.10108533730580975
EMG7_stdev,10.0,36.0,3.263860777759221,5.708859515223184,0.15310586176727908
Accl0_stdev,65.0,78.0,0.022561205078137216,0.025856345993317098,0.3318335208098988
Accl1_stdev,50.0,73.0,0.026669009984775772,0.037248989969425994,0.17716535433070865
Accl2_stdev,78.0,112.0,0.02450478908742661,0.038651567037377675,0.10911136107986502
Gyr0_stdev,11.0,77.0,1.9309977016760627,3.671848925967957,0.03819485250910799
Gyr1_stdev,66.0,107.0,5.031938491886569,9.970515529230868,0.0843644544431946
Gyr2_stdev,48.0,104.0,5.163457331472299,11.762200647112255,0.05180273518441774
Orien0_stdev,23.0,83.0,0.3088671321793179,0.7329674218302604,0.04582419000903576
Orien1_stdev,77.0,93.0,1.8361256560056742,2.3704352420512276,0.26632700324224173
Orien2_stdev,27.0,68.0,0.4852445698782254,0.8971616718010182,0.0843644544431946
EMG0_energy,33.0,91.0,765.75,3403.75,0.048712131322567735
EMG1_energy,61.0,92.0,3529.0,11328.75,0.12303149606299213
EMG2_energy,54.0,108.0,2438.25,12437.75,0.05511811023622047
EMG3_energy,34.0,95.0,456.0,1119.75,0.0444500889001778
EMG4_energy,55.0,124.0,905.0,2856.75,0.03487064116985377
EMG5_energy,97.0,130.0,8154.75,26758.75,0.11347846225104213
EMG6_energy,79.0,118.0,23307.5,69005.5,0.09055118110236221
EMG7_energy,10.0,37.0,557.0,1726.25,0.14623172103487064
Accl0_energy,91.0,129.0,35.4366537065135,71.07143517113725,0.09388249545729861
Accl1_energy,21.0,105.0,8.892572134777001,20.95349681316325,0.02176933765632237
Accl2_energy,40.0,120.0,4.721363042523251,10.21312023246,0.024788568095654714
Gyr0_energy,48.0,74.0,406.9072265625,691.76953125,0.15310586176727908
Gyr1_energy,91.0,107.0,2683.0517578125,5334.4765625,0.26632700324224173
Gyr2_energy,68.0,104.0,2619.724609375,7270.0625,0.10108533730580975
Orien0_energy,79.0,130.0,196526.25,421150.5,0.06056935190793458
Orien1_energy,18.0,103.0,48049.25,112060.25,0.02105841420985168
Orien2_energy,43.0,130.0,91559.5,220661.5,0.01968503937007874
